course	order	source_id	title_en	xml_ids	canonical_path	source_sha256	indonesian_path	bridge_lane	telugu_status
B10	1	source/dmoi.ptx	Discrete Mathematics	dmoi4	downloads/upstream-discrete/source/dmoi.ptx	f0029601a3478be629c7df9c7a42252f2b12d5267db01c91bd0a1db5e1f1d6c9	downloads/discrete-mathematics-open-introduction-id/source/dmoi.ptx	B10-proof-discrete-after-A30	not_started
B10	2	source/bookinfo.ptx			downloads/upstream-discrete/source/bookinfo.ptx	76686015118c216bcdbd0b7972778ee8b52d5375078ceab999030b23a999f10a	downloads/discrete-mathematics-open-introduction-id/source/bookinfo.ptx	B10-proof-discrete-after-A30	not_started
B10	3	source/assets/tikz-defs.tex			downloads/upstream-discrete/source/assets/tikz-defs.tex	502a66fecff6ab2d8aa2e846aeef8d50029048e610c2a859553872d6ea4981e4	downloads/discrete-mathematics-open-introduction-id/source/assets/tikz-defs.tex	B10-proof-discrete-after-A30	not_started
B10	4	source/frontmatter.ptx	Improvements to the 4th Edition	frontmatter;preface;pref_editions	downloads/upstream-discrete/source/frontmatter.ptx	1f1cc0f20e29c867751c1abaa648891f9275efa38671f4b539209dcecc8a68a2	downloads/discrete-mathematics-open-introduction-id/source/frontmatter.ptx	B10-proof-discrete-after-A30	not_started
B10	5	source/ch_intro.ptx	Introduction and Preliminaries	ch_intro	downloads/upstream-discrete/source/ch_intro.ptx	dc179f92091c81eae8e24b477d982e660dabdf2f8bb1e84c5804b0245aab9ed8	downloads/discrete-mathematics-open-introduction-id/source/ch_intro.ptx	B10-proof-discrete-after-A30	not_started
B10	6	source/sec_intro-intro.ptx	What is Discrete Mathematics?	sec_intro-intro;rqs-intro-intro	downloads/upstream-discrete/source/sec_intro-intro.ptx	1adf768614848784d17145f6ef61ac696a926f9f6ed0ca7142744f41654f706e	downloads/discrete-mathematics-open-introduction-id/source/sec_intro-intro.ptx	B10-proof-discrete-after-A30	not_started
B10	7	source/sec_intro-structures.ptx	Discrete Structures	sec_intro-structures;subsec_structures-sets;subsec_structures-functions;subsec_structures-sequences;subsec-relations;subsec_structures-graphs;graphs-7sum;subsec_structures-even-more;rqs-intro-structures	downloads/upstream-discrete/source/sec_intro-structures.ptx	21fcdff52ca98cb218a5484f6f7b9a8ef96a053b7b2b9b78eea37ddf35b139e7	downloads/discrete-mathematics-open-introduction-id/source/sec_intro-structures.ptx	B10-proof-discrete-after-A30	not_started
B10	8	source/ch_logic.ptx	Logic and Proofs	ch_logic	downloads/upstream-discrete/source/ch_logic.ptx	491e05adc9aafc8325743feb4156db8bca11402758cc3c2c0653c39e4b86b674	downloads/discrete-mathematics-open-introduction-id/source/ch_logic.ptx	B10-proof-discrete-after-A30	not_started
B10	9	source/sec_logic-statements.ptx	Mathematical Statements	sec_logic-statements;def-argument;def-statement;PA-logic-statements;atomic-molecular-statements;def-connectives-truth;fig-truth-tables;subsec_logic-statements-quant;def-quantifiers;assemblage-universal-rot;assemblage-existential-rot;pars-implicituantifiers;def-univerals-generalization;rqs-logic-statements	downloads/upstream-discrete/source/sec_logic-statements.ptx	147fdb79e8c6a4e6d6ca5d647a5e6a1f051d879671a21811e625eab94c1de43b	downloads/discrete-mathematics-open-introduction-id/source/sec_logic-statements.ptx	B10-proof-discrete-after-A30	not_started
B10	10	source/practice/logic-statements.ptx	Practice Problems	practice_intro-statements	downloads/upstream-discrete/source/practice/logic-statements.ptx	351fb85f51bfa677c1553632b58af0e2d49a2fd993cf00da0e5af7a2237a32ea	downloads/discrete-mathematics-open-introduction-id/source/practice/logic-statements.ptx	B10-proof-discrete-after-A30	not_started
B10	11	source/practice/wwpg/statements-quant1.pg			downloads/upstream-discrete/source/practice/wwpg/statements-quant1.pg	659b1ec51f8bd668c90c446495c85179a7051589e1f6b5c7cc75b171e43bab3e	downloads/discrete-mathematics-open-introduction-id/source/practice/wwpg/statements-quant1.pg	B10-proof-discrete-after-A30	not_started
B10	12	source/practice/wwpg/statements-quant2.pg			downloads/upstream-discrete/source/practice/wwpg/statements-quant2.pg	3160b52ef7b9658f5b0922567d5f2957716a0d8c8caaf253a7d2c99eb513a892	downloads/discrete-mathematics-open-introduction-id/source/practice/wwpg/statements-quant2.pg	B10-proof-discrete-after-A30	not_started
B10	13	source/exercises/logic-statements.ptx	Additional Exercises	exercises_intro-statements	downloads/upstream-discrete/source/exercises/logic-statements.ptx	6895c72d095c6327786ff47b0a95ed8b794ff115de735da1a9c35bc25fe00383	downloads/discrete-mathematics-open-introduction-id/source/exercises/logic-statements.ptx	B10-proof-discrete-after-A30	not_started
B10	14	source/sec_logic-implications.ptx	Implications	sec_logic-implications;subsec-introduction;fig-implication-tt;ws-preview-implications;subsec_implications;subsec-related-statements;assemblage-converse-contrapositive-inverse-quantifiers;rqs-logic-implications	downloads/upstream-discrete/source/sec_logic-implications.ptx	7148deb45a74fd2dae8865bb1534e1fbb1dc6797e5ea2f6db71f1e5823b9ace6	downloads/discrete-mathematics-open-introduction-id/source/sec_logic-implications.ptx	B10-proof-discrete-after-A30	not_started
B10	15	source/practice/logic-implications.ptx	Practice Problems	practice-logic-implications	downloads/upstream-discrete/source/practice/logic-implications.ptx	ea209a8ad75848e63c239197c038177290b2b05b0e286f7ab8ae8e20e1d0009e	downloads/discrete-mathematics-open-introduction-id/source/practice/logic-implications.ptx	B10-proof-discrete-after-A30	not_started
B10	16	source/exercises/logic-implications.ptx	Additional Exercises	ex-logic-implications	downloads/upstream-discrete/source/exercises/logic-implications.ptx	28033cfc850b8d3190ccd7060033c600db497ce5bf9056f0f7c64eb589cd63e2	downloads/discrete-mathematics-open-introduction-id/source/exercises/logic-implications.ptx	B10-proof-discrete-after-A30	not_started
B10	17	source/sec_logic-rules.ptx	Rules of Logic	sec_logic-rules;PA-logic-prop;ex-imp-disj;thm-contrapositive;assemblage-imp-disj;thm-neg-imp;rqs-logic-prop	downloads/upstream-discrete/source/sec_logic-rules.ptx	fa3a02edfc0aa1098bb8b66e6cd0e24c479853311fc3863449b59aa4736488a2	downloads/discrete-mathematics-open-introduction-id/source/sec_logic-rules.ptx	B10-proof-discrete-after-A30	not_started
B10	18	source/practice/logic-rules.ptx	Practice Problems	practice-logic-rules	downloads/upstream-discrete/source/practice/logic-rules.ptx	21b9c9c712c3e2d14354a2e37bf901e1c2ceeca989191f89c9bc4ea778e8b3f3	downloads/discrete-mathematics-open-introduction-id/source/practice/logic-rules.ptx	B10-proof-discrete-after-A30	not_started
B10	19	source/exercises/logic-rules.ptx	Additional Exercises	exercises-logic-rules	downloads/upstream-discrete/source/exercises/logic-rules.ptx	7838ce397bc7f662939c0804139ee8f285cec7fda915a0bb3db8bdef46e7f3ee	downloads/discrete-mathematics-open-introduction-id/source/exercises/logic-rules.ptx	B10-proof-discrete-after-A30	not_started
B10	20	source/sec_logic-proofs.ptx	Proofs	sec_logic-proofs;logic-proofs-intro;def-mini-sudoku;prop-mini-sudoku-full;eg-logic-proofs-sqr-even-even;subsec-summary-of-proof-styles;assemblage-proof-start-end;rqs-logic-proof	downloads/upstream-discrete/source/sec_logic-proofs.ptx	c97d90f3574c85e5d45a289c69e57a5d4db9f69e1aadda20ab00ce36c6016e3f	downloads/discrete-mathematics-open-introduction-id/source/sec_logic-proofs.ptx	B10-proof-discrete-after-A30	not_started
B10	21	source/activities/four-proofs.ptx	Preview Activity	PA-logic-proofs	downloads/upstream-discrete/source/activities/four-proofs.ptx	2a159702a61234597384431658306259acea7a311f1e81b2f87860a98aae3d9d	downloads/discrete-mathematics-open-introduction-id/source/activities/four-proofs.ptx	B10-proof-discrete-after-A30	not_started
B10	22	source/practice/logic-proofs.ptx	Practice Problems	practice_logic-proofs	downloads/upstream-discrete/source/practice/logic-proofs.ptx	2c04c536bcc19de7aa7743ff5959aa8827bed670d7f691eb9014a0d259f8baaa	downloads/discrete-mathematics-open-introduction-id/source/practice/logic-proofs.ptx	B10-proof-discrete-after-A30	not_started
B10	23	source/exercises/logic-proofs.ptx	Additional Exercises	exercises_logic-proofs	downloads/upstream-discrete/source/exercises/logic-proofs.ptx	374d44523fa283ccc32444b20e42530f7dff00bf37cbf16826360ec59618b64e	downloads/discrete-mathematics-open-introduction-id/source/exercises/logic-proofs.ptx	B10-proof-discrete-after-A30	not_started
B10	24	source/sec_logic-structures.ptx	Proofs about Discrete Structures	sec_logic-structures;subsec-logic-structures-intro;PA-logic-structures;def-subset;prop-subset-transitive;subsec-logic-proofs-functions;def-func-inj;prop-non-injective;cor-birth-month;def-function-image;prop-subset-image;subsec-proofs-about-relations;def-transitive;subsec-proofs-about-graphs;def-degree;prop-handshake-parity;rqs-logic-structures	downloads/upstream-discrete/source/sec_logic-structures.ptx	747deecce1ff1476352ac8bf391aaaee563cb12efc52c8756b000268f2ce5dbf	downloads/discrete-mathematics-open-introduction-id/source/sec_logic-structures.ptx	B10-proof-discrete-after-A30	not_started
B10	25	source/practice/logic-structures.ptx	Practice Problems	practice-logic-structures	downloads/upstream-discrete/source/practice/logic-structures.ptx	c9379968aa3d43726c00cd0de825cd50166beba776612dbce4f2e022741ca734	downloads/discrete-mathematics-open-introduction-id/source/practice/logic-structures.ptx	B10-proof-discrete-after-A30	not_started
B10	26	source/exercises/logic-structures.ptx	Additional Exercises	exercises-logic-structures;ex-inv-image	downloads/upstream-discrete/source/exercises/logic-structures.ptx	de87f2821c5d38e44927424ed1d15b5da867ef60eaa01882ed34f1ec08cbac78	downloads/discrete-mathematics-open-introduction-id/source/exercises/logic-structures.ptx	B10-proof-discrete-after-A30	not_started
B10	27	source/sec_logic-conc.ptx	Chapter Summary	sec_logic-conc	downloads/upstream-discrete/source/sec_logic-conc.ptx	3f620518e12dc7377f376262cd27a50d1ae37b6aaa84f0ab1193c11f940409ba	downloads/discrete-mathematics-open-introduction-id/source/sec_logic-conc.ptx	B10-proof-discrete-after-A30	not_started
B10	28	source/exercises/logic-conc.ptx	Chapter Review	exercises_logic-conc;tt	downloads/upstream-discrete/source/exercises/logic-conc.ptx	00b7b8d4117a48374a163c4f86a740e2ea123be222e30e409a7d6c924ddce95e	downloads/discrete-mathematics-open-introduction-id/source/exercises/logic-conc.ptx	B10-proof-discrete-after-A30	not_started
B10	29	source/ch_graphtheory.ptx	Graph Theory	ch_graphtheory	downloads/upstream-discrete/source/ch_graphtheory.ptx	fd3ecc561addf588ee3f466cc72aa3acfdf69d650e7107cedbe973d45db3b531	downloads/discrete-mathematics-open-introduction-id/source/ch_graphtheory.ptx	B10-proof-discrete-after-A30	not_started
B10	30	source/sec_gt-intro.ptx	Problems and Definitions	sec_gt-intro;subsec-gt-intro-preview;gt-bridges-art;gt-bridges-graph;PA-gt-intro;lem-handshake;prop-evensum;rqs-gt-intro	downloads/upstream-discrete/source/sec_gt-intro.ptx	765b1e7f94f1907b6aa06621dd794e10523aa5a3bbd5634688555b545a32b637	downloads/discrete-mathematics-open-introduction-id/source/sec_gt-intro.ptx	B10-proof-discrete-after-A30	not_started
