source_id,local_path,bytes,observed_sha256
A30-id,downloads/openstax-precalculus-2e-id/LICENSE.txt,1761,1d56576bcb7cdb087a417f9298fefd4c04e95cb9ee31d32dc5c9f1e311512ea3
A30-id,downloads/openstax-precalculus-2e-id/README.md,5901,c9bbe0180e2e1155efb2e3228e165f729bcb5bd941a0cadf04733420223843eb
A30-id,downloads/openstax-precalculus-2e-id/RELEASE_MANIFEST.json,3687,8587bbc7b7fdf23107c1085c299e5303894e779336fa3ed6142e8304c59595a5
A30-id,downloads/openstax-precalculus-2e-id/SHA256SUMS.txt,663,18f71d4554f05431f50ac6783fde747be9d74cdabad8b7475e1459510df5c6db
A30-upstream,downloads/upstream-openstax/.DS_Store,8196,c42794822a3198bb862e4848f6469c663ffb9937c4583951288ec534e8937ed6
A30-upstream,downloads/upstream-openstax/.gitignore,12,8880671575ea31747556a6273a8a27ed47f4619326ee3ec92dd7e2a284502ead
A30-upstream,downloads/upstream-openstax/.gitpod.yml,113,262bfefc6a3e1535e07acd30288a78d657b7b7cb62d979283fa3ce4b49a82f77
A30-upstream,downloads/upstream-openstax/LICENSE,21442,ab1a44bbba58252630134574d7b2534813339240eb645825ffcc2487dbe8114a
A30-upstream,downloads/upstream-openstax/README.md,1413,65fb7aff8ab4bbc3ad8f19a1f738d6b58584e852d47ad045a4a46d30486e9a61
A30-upstream,downloads/upstream-openstax/collections/algebra-and-trigonometry-2e.collection.xml,6446,f83b137084685ec74f1ed70a23c3e806ca8bf7aea6b1e994f1744101ccabb582
A30-upstream,downloads/upstream-openstax/collections/college-algebra-2e.collection.xml,7507,4c1b3e58fe1ccfd855736c293654101666f0a6e21da9a847f7d6cbf4b8ca6dea
A30-upstream,downloads/upstream-openstax/collections/college-algebra-corequisite-support-2e.collection.xml,4826,b71b7ebcc147050653da4b95319791aeb2c92d2554cb0c53517450df5b26883a
A30-upstream,downloads/upstream-openstax/collections/precalculus-2e.collection.xml,5975,67baab63088f2c3045ba73d0b547968f90a585fb113dfaa600aef4255ef2b4fe
A30-upstream,downloads/upstream-openstax/media/1.jpg,16354,391a11268cca60d9d635e48b23589628c1477605393ae29983643cf98339227e
A30-upstream,downloads/upstream-openstax/media/2020-11-18_10-58-10.jpg,37477,6a053c4694eba1a7f5e8270be72999f2cf2be26c21998f0a18f63c2d7be4e70c
A30-upstream,downloads/upstream-openstax/media/5_4_1.jpg,13202,e045ba11e73cf14668bc017b3f79301402dc3c5b638394fe414da6091a60e0fe
A30-upstream,downloads/upstream-openstax/media/5_4_10.jpg,35255,ca6d48e32deaa341c4c225079d52769ce811e318f87c94466b831b5c4c012a7f
A30-upstream,downloads/upstream-openstax/media/5_4_11.jpg,17104,e9a69e6a777cd256ad69539f213ae33416bea9224baf43b7cf142496cfa0267e
A30-upstream,downloads/upstream-openstax/media/5_4_2.jpg,12974,dec9b149aa9e9fa77adf2fc51898ef5cb52713f37f5d2ec8c59faf2545e6aae6
A30-upstream,downloads/upstream-openstax/media/5_4_3.jpg,14806,293d3429c3c154f0620c6883fd9f25f6f77de70595ece3937b4f506aa60ec2a3
A30-upstream,downloads/upstream-openstax/media/5_4_4.jpg,16180,75cd6025cd40c430cd1989dd02f5af1b25487a378b0b829b919e0440f024689f
A30-upstream,downloads/upstream-openstax/media/5_4_5.jpg,18659,0bd17c80230dd47e7a83066a2a3e2d5c1cabe757c6741d1dc44f0c46edbf2f76
A30-upstream,downloads/upstream-openstax/media/5_4_6.jpg,18912,bc21d8274f6cac7195b206465ece36227099246aab9776baca9ef33dd5f552d0
A30-upstream,downloads/upstream-openstax/media/5_4_7.jpg,21185,b50c537c663b926c8a78fc01145a3788e2f50abbde474251b371c63e32d56008
A30-upstream,downloads/upstream-openstax/media/5_4_8.jpg,21498,8620771481e83c904a6276ddbfbb05961bd14cb69b5902f1827996c052211fbc
A30-upstream,downloads/upstream-openstax/media/5_4_9.jpg,51452,55fb6b30c7632ed3541417413ef127ce9f30085ae9d0e56cb91231009af64163
A30-upstream,downloads/upstream-openstax/media/5_6_1.jpg,60731,c0bb4bf00036dead032e177ffa5e2432ddca835726f2b545904e877f77d2bb3b
A30-upstream,downloads/upstream-openstax/media/5_7_1.jpg,79181,42347a6942a8fa2413ebe05c0efa09fd0db6c8f0145373907207e8ea8c83fb5e
A30-upstream,downloads/upstream-openstax/media/5_7_2.jpg,48800,07e47246c92077affdad17c951fff64425a690c92d5c99aabd63258f279dbac9
A30-upstream,downloads/upstream-openstax/media/5_7_3.jpg,45143,e86778ecfc92a63e59f04dbef4d9920b0195afb20a2bb80efb909db09ab3cdae
A30-upstream,downloads/upstream-openstax/media/5_7_4.jpg,33505,42c8ce0d7a7aa88b2eb2158bfb78e49cf1a4f89c6890546129eadb0202f79bb8
A30-upstream,downloads/upstream-openstax/media/5_7_5.jpg,34680,93344a032f749f859b8763f29b5a2d22ba922686b9431fdd7d2502b336d1ccd2
A30-upstream,downloads/upstream-openstax/media/5_7_6.jpg,32904,8c79dcbaa57b405717d595fdfd602cabf5d4881df4eabfd498246d050b2fa8d8
A30-upstream,downloads/upstream-openstax/media/5_7_7.jpg,29714,685db3b1bed6d6c224b83e631a8d4fb03497b316b88f1bd448a04421f6f45312
A30-upstream,downloads/upstream-openstax/media/5_7_8.jpg,72740,d7ea97dc7ccba5a48fde8432c77d2a9cc66c4db86cdcfcd81cacb805890d1df8
A30-upstream,downloads/upstream-openstax/media/7_2_1.jpg,44030,eb673e2b783ee1cac97d2aa9ccf7538e15d0cb04aabcc96ee50dcc913e60c3a6
A30-upstream,downloads/upstream-openstax/media/7_2_2.jpg,46002,9517b0e17cd38228861c91937643b8aac18971f8fa606cae09a5030d29c348fb
A30-upstream,downloads/upstream-openstax/media/7_2_3.jpg,42719,becb37aa2826165e044bdd38b32ca3182fdc220c9ceab247cc6577db650110a7
A30-upstream,downloads/upstream-openstax/media/7_3_1.jpg,39428,546290dd994ed6a95d5ee2ffacd3f950ab03693c167e2c3871fac52e6e5bf850
A30-upstream,downloads/upstream-openstax/media/7_3_2-33ed.jpg,51288,bc3296b5563233a8d787386c27555b3d3949d876d1c351cf99b2342ad8914042
A30-upstream,downloads/upstream-openstax/media/7_3_2-429b.jpg,51280,60a10d27946d6518cb98d39c92447098c206ae79aab1690144bb53a50285640f
A30-upstream,downloads/upstream-openstax/media/7_3_2-6e63.jpg,51262,1115f6e0c3b4dd8d8ec352874ef81a73b4eac11a5af3856353c43366dddf671d
A30-upstream,downloads/upstream-openstax/media/7_3_3.jpg,46353,74d3007e29b2c5c7e9372e759e067127b1274ddf126941e96072420380951526
A30-upstream,downloads/upstream-openstax/media/7_5_1.jpg,73899,459abdd31d1e6a2d7b458902a82181c5a1c494598798c627a9831288cda5d94a
A30-upstream,downloads/upstream-openstax/media/7_5_2-1424.jpg,46310,55c5a6fbeabf26b988b95ca67682c8c409bca86e260a2c9216ef50530ce84855
A30-upstream,downloads/upstream-openstax/media/7_5_2-78f3.jpg,46328,d6711d40d061e9beac8686b3d7a1df9720b1e58fe082b88ff7835a1c0848e5e5
A30-upstream,downloads/upstream-openstax/media/7_5_2-7d38.jpg,46328,5ab5514cbf479065d15fc86c90e29a63f3754a10c6c36affed7b03473ac2faf7
A30-upstream,downloads/upstream-openstax/media/7_6_1.jpg,43469,f667c24ac89ae44f320ae6ccb88cce9f5374b0b48760f83794b5a9df5b358447
A30-upstream,downloads/upstream-openstax/media/7_6_10.jpg,19892,7d5adb0960d5b72ab4b8320c6d6c6fd88baf0393fd4abc08e01727e093540ba8
A30-upstream,downloads/upstream-openstax/media/7_6_11.jpg,20202,0aaf17c5614ab448aa0bd85a0ef634a947add28d657cf69ba15bbe888b33da43
A30-upstream,downloads/upstream-openstax/media/7_6_12.jpg,19484,654ad6322bc10cec17debd59ec8261e6f738ad594f5630f3b4b12c76da2408a3
A30-upstream,downloads/upstream-openstax/media/7_6_13.jpg,18439,b16f6b16805e095728f348a7eadd94bf971092950dbee205d694f659cc799df4
A30-upstream,downloads/upstream-openstax/media/7_6_14.jpg,16928,8aab184d985b124c1ef2bc6c6bb62bd6b9c671982683101bae0d1fc5ee097ff3
A30-upstream,downloads/upstream-openstax/media/7_6_15.jpg,16985,1479e8194fffd4e4894078091b1c7e49a58a74049dbe5ab2d75d9e1cec3d8abc
A30-upstream,downloads/upstream-openstax/media/7_6_16.jpg,20815,c2685a15ea5be8aee80bf60c4460d8a21fbde18b2d8e033369fe615b2e8f512d
A30-upstream,downloads/upstream-openstax/media/7_6_17.jpg,13734,0802098c557efcac3bbb9039c11a0a322dc9b5826faf06108c109157433e98eb
A30-upstream,downloads/upstream-openstax/media/7_6_2.jpg,43179,dd1873b2da1870c1100c1656b053979a2401f3f866ca2215bc970bbe48be487c
A30-upstream,downloads/upstream-openstax/media/7_6_3.jpg,57167,5631f10e5984ff95610f3ea6a5e354a3b8fd8b17d5cff10120fcc4fefe948874
A30-upstream,downloads/upstream-openstax/media/7_6_4.jpg,37105,cce52c4bee866a85f523802ebecfc3e24d69ce9f096c9a3c0512e3fc752ec374
A30-upstream,downloads/upstream-openstax/media/7_6_5.jpg,61146,85bbe5b768127a2319718d97e4f70fcd369f742b3519824e1c143907ee13643a
A30-upstream,downloads/upstream-openstax/media/7_6_6.jpg,18902,aa69fb0c185c27aa1d6f6f44b78413f2389a896aa4aa7d71ca09e206bfc1178a
A30-upstream,downloads/upstream-openstax/media/7_6_7.jpg,16096,78307d0da02645a61ee576c77779ab9ad888c6975742dd4b7556ab70bd551c8f
A30-upstream,downloads/upstream-openstax/media/7_6_8.jpg,21907,18b73dab4e54b7cea69c7c28648f04d4e0c7de0270f52bb22f49db8cee819d6a
A30-upstream,downloads/upstream-openstax/media/7_6_9.jpg,19307,849e0f58eb31e7422ef56a351d919a3facce4f821110c2caf23d85de466cc802
A30-upstream,downloads/upstream-openstax/media/7_7_1-3d8b.jpg,32806,d16bd2466ef5e6029dbfcad950d1a504e5777451fc4854b571558eb006ff7122
A30-upstream,downloads/upstream-openstax/media/7_7_1-b95e.jpg,32797,30e8aa7d5e6645eb8b2611368ebe77b592d99acd6fbbd0042b5a59366ce42e89
A30-upstream,downloads/upstream-openstax/media/7_7_10-8721.jpg,15696,710f8484ea4dc5aded03717daa3a557bf8a26477e586462f463a5181239522c6
A30-upstream,downloads/upstream-openstax/media/7_7_10-d102.jpg,15683,a7ba073b6224df494efb5bd77479fc443a90188eb98e311b308c0909621ec35c
A30-upstream,downloads/upstream-openstax/media/7_7_11-759e.jpg,14126,b0b2bd7cee56902a6db4ab63a59dd51cb6a62e3f913a11e143af505238172c5d
A30-upstream,downloads/upstream-openstax/media/7_7_11-eb9c.jpg,14144,827be05e8e71b0fb1fb99943b660048c7ab997f878c726b817ff327102f075a4
A30-upstream,downloads/upstream-openstax/media/7_7_12-aef0.jpg,12133,67335509e1be285b8a49cc8d2f833e599467b674bfec0726112f792d00a446a7
A30-upstream,downloads/upstream-openstax/media/7_7_12-fb3d.jpg,12166,d28aa753e5f0d2971c48a64c37e0fe3cb26b13eac6e8833d4065d4a3557a673a
A30-upstream,downloads/upstream-openstax/media/7_7_13-a382.jpg,11102,aa8371d11783be2050b6f6803adbddebe06bd1899d25a6982cd63e7b031d1ba8
A30-upstream,downloads/upstream-openstax/media/7_7_13-c9be.jpg,11128,da6979dad5b33c741a79257a9eed3d200bef84e85ca530c779a29994d6d3e2f3
A30-upstream,downloads/upstream-openstax/media/7_7_14-62ea.jpg,57204,84f15c88e40c9c60f84694a0f8349b1dc39e8cb746c5c4aef78b22e0d6b05deb
A30-upstream,downloads/upstream-openstax/media/7_7_14-ef6d.jpg,57186,9138f97cf09087b4a5bd208f01df52a240a8fef0f946d179152b0d76a2e7abc9
A30-upstream,downloads/upstream-openstax/media/7_7_15-c217.jpg,15800,3283e26ce99330fdfa5e8baa3a3563a674b24a5333a1f5b3ba39445e01c7131d
A30-upstream,downloads/upstream-openstax/media/7_7_15-df2e.jpg,15782,b3e21aa32d03dfe844ae0b52179d96c11a45d8c12024a30e769ee3f012eac3e7
A30-upstream,downloads/upstream-openstax/media/7_7_16-99cd.jpg,28821,4c200699ec4df4a6de144bd97e1834e34fc47ce695c5790708c47c3edd8511c7
A30-upstream,downloads/upstream-openstax/media/7_7_16-dc5f.jpg,28847,7564e137db59466b1b622419d75c7b8539d696280b034e296f0d48db44a7b469
A30-upstream,downloads/upstream-openstax/media/7_7_17-cecd.jpg,15640,ae257191b3c426ac03684e38cec2a0c6cbd88f7f53d961afef889c8a3a5cef13
A30-upstream,downloads/upstream-openstax/media/7_7_17-d65d.jpg,15658,af038b30db003577da229749ae2dab2b1fed40f3b537ff49fb3d33e49de747a8
A30-upstream,downloads/upstream-openstax/media/7_7_18-09b1.jpg,13168,226182c1ee36b21023dcd7845b4cd8df2c4984bd749d895b045ce5bf7ad56c71
A30-upstream,downloads/upstream-openstax/media/7_7_18-57c1.jpg,13150,d76afee8303c07d8b92a7d4aac51af09efb85fb8bf291d9e864759787c66298c
A30-upstream,downloads/upstream-openstax/media/7_7_19-b931.jpg,12164,623482ef4f8e277fc04bf1c623cf7c42e0796ad78576256054cfd65c8981fcdf
A30-upstream,downloads/upstream-openstax/media/7_7_19-c989.jpg,12182,b2a93217e9611ae0374809f176a0f4e7e55ae0eddba8a4b116a5ae05194e1839
A30-upstream,downloads/upstream-openstax/media/7_7_2-3602.jpg,13267,57466f75b2f2921966b7a5aff640e80bd34e488ac2f7f9f74c0565eb8ad00112
A30-upstream,downloads/upstream-openstax/media/7_7_2-854b.jpg,13293,9ff680b028f1206eac66156ff202020c89c2964fe96fa73e4c4ff9545ef4a3f5
A30-upstream,downloads/upstream-openstax/media/7_7_20-6e46.jpg,11504,03d46959d7429983f1b20b5ce394be1751b166a76161ef98428f8689a6cd443d
A30-upstream,downloads/upstream-openstax/media/7_7_20-c853.jpg,11522,9570c1f8b3229a58af9f5c37fb22142f002ce5103bf5eb8723f27ad0f1eb52c7
A30-upstream,downloads/upstream-openstax/media/7_7_3-3da6.jpg,38717,0586ded546b3434aa36e71acc2e303cb4a56fcd7019c10d6135438bb43bdfc3b
A30-upstream,downloads/upstream-openstax/media/7_7_3-f89e.jpg,38784,c687f358ab1eda2d3fc0f13a2291a9bf8b4b058be875b4a3c2a762449df96e61
A30-upstream,downloads/upstream-openstax/media/7_7_4-c1c8.jpg,38771,b688c613f7f8a317e4f334879eef523981fa74a3c8d9cc0b947a2c1d37035425
A30-upstream,downloads/upstream-openstax/media/7_7_4-f3fe.jpg,38753,7f1742cc06800fce993d144b9bdfc13f5798046077da4bca1b5913f61a9f13e9
A30-upstream,downloads/upstream-openstax/media/7_7_5-6594.jpg,14045,35c2846ca94dacf6155e3ab9d37f49a7c9c68e9c4b51144a1560a0a10c6deae4
A30-upstream,downloads/upstream-openstax/media/7_7_5-baac.jpg,14035,e222728dd3011bbf26ca128e454072d2c6c445684b1c538e4a573a21694212e9
A30-upstream,downloads/upstream-openstax/media/7_7_6-210d.jpg,15665,eea44b36fcf701b18de773ef755124683471b0669cd73a0bfad479e9529f6832
A30-upstream,downloads/upstream-openstax/media/7_7_6-b4dd.jpg,15683,11e84fb96c8456aeead188edca3412f3faae14d5596ea4f345163b51c8784c57
A30-upstream,downloads/upstream-openstax/media/7_7_7-225c.jpg,14331,59ca2e1501cbac56de00f992684077e67904f465b021637f263e3385cb0ba0aa
A30-upstream,downloads/upstream-openstax/media/7_7_7-3e5c.jpg,14349,04c4604afa5a3e6213448c71cb74cd08c346b79563d8c82d1ddc18dbfb2ee867
A30-upstream,downloads/upstream-openstax/media/7_7_8-1a37.jpg,12297,b5a3ab69b47cd2f3899684fc291e995c6180138ee50badc05afa9db1a5d4460a
A30-upstream,downloads/upstream-openstax/media/7_7_8-a223.jpg,12283,801e94dd5369c80e90d4ddbe417202ff9f12dd7122fb965796affd59db756424
A30-upstream,downloads/upstream-openstax/media/7_7_9-2889.jpg,11172,b8632aa39b2b9e361c0ce2853a2287437a767600d78ef0287e931fb5d3e38160
A30-upstream,downloads/upstream-openstax/media/7_7_9-6e68.jpg,11158,7f69060a9e41fb62c35a41d473449b6f89a0f0e7e72ec4ad0910e84b02aac7dd
A30-upstream,downloads/upstream-openstax/media/9.8.1.jpg,33225,e7818156a072b47cfa1c2106e5f8a5c412e34c2ead033b85b7f6b86a47e48bdb
