model_run_id,successor_file_sha256,successor_payload_sha256,target_profile_binding_set_sha256,roster_target_id,source_target_row_sha256,representation_feature_row_sha256,language_mode,exactness,universe_membership,predictor_language_code,predictor_script_code,script_inference_rule,model_applicability_status,not_applicable_reason,profile_input_class,direct_profile_binding_status,benchmark_profile_id,profile_match_scope,binding_row_sha256,model_profile_evidence_class,training_rows,script_training_rows
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:acf-Latn-LC,5afbfa2b69497ac1350e9788ff416b64fbfd8320f1b023b86a6ab1a49263e689,c6be1cb3d042f4007c94652dfccc2bc770f8faf1eea1bdcdc7fe9e74bfd1c26c,written_or_multimodal,exact_regional_production_stratum,true,acf,Latn,EXPLICIT_BCP47_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,4e9aa22301e7b3043fd756a86b0e5da1cae5fa63af5a0b0b83317a629bc0efb5,MODEL_CONDITIONAL_PROFILE,203,126
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:acm-Arab-IQ,413705d4fd16920bff275cffa6198eaef9dc01e8a9fc07438e15c943d0aa4472,589d260cb625ac78e05f2cb383cbecb16b8dcf2abd9945c97b169dfe948893fc,written_or_multimodal,exact_regional_production_stratum,true,acm,Arab,EXPLICIT_BCP47_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,4f01f512008690fa6c8ca9af84c7a6f29383a60fddf74f6823c57ff401410ac3,MODEL_CONDITIONAL_PROFILE,203,22
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:acr-Latn-GT,67bacf76033d425bea59a382ec5a0a3a352c8c141928b893b221754b7344561f,2e724d3f37bb41bfc818ecc5f8bbeb8f89b7282ac81ff55fe0a52baeca6bb3c0,written_or_multimodal,exact_regional_production_stratum,true,acr,Latn,EXPLICIT_BCP47_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,a30e9b0259647ecf96d839c9669864ded7027659a11d38f6823add363b1ef60c,MODEL_CONDITIONAL_PROFILE,203,126
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:aeb-Arab-TN,b0e308a912eb0ba1db64d19c2d418c9b4769727492f1b31933f76b27b074134e,e3aed8e43521f8c4bea2597119dfaaec7d90692819637426e79e12c9a610bee6,written_or_multimodal,exact_regional_production_stratum,true,aeb,Arab,EXPLICIT_BCP47_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,4548eeb78ba59f4451b0d6bcfe63cf6ba35f95570e86f329d3f718b0323e224e,MODEL_CONDITIONAL_PROFILE,203,22
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:afb-Arab-XGULF,aad7fdb64a66ac0c89d1d8e6d33ecad81fb41142770590e4a50f5208148ae267,d2935d1e641611aec3c50c1b0d92485445761dd7b966ebd2f0a4fb00a4412e88,written_or_multimodal,exact_regional_production_stratum,true,afb,Arab,EXPLICIT_BCP47_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,74efe9491c9ee1711db620c0116c02827e92d63b8a7df32fbaa3157e9b1da73d,MODEL_CONDITIONAL_PROFILE,203,22
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:aii-Syrc-AM,84d2e4cc5e9030f2c8cdc4861766491894051b30e0685019b2f18a26c0316d19,9d1c0e96a9d7503de84e6e698074332fc6a5c749e85eee02d35b9cba05c06fdf,written_or_multimodal,exact_regional_production_stratum,true,aii,Syrc,EXPLICIT_BCP47_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,ee683241f15b7d8157449167ce7e70389dc5a8f5566b6504226a2f949af91ed7,MODEL_CONDITIONAL_PROFILE,203,0
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:am-Ethi-ET,7b9005dafa999204c0f0168be6e24b804c872ce3fea30d628194f5c75bad853c,4abcc2d5ad22d730171d9d311fc73b6c04bd12dbe47d9cb3b3139a61026844a8,written_or_multimodal,exact_regional_production_stratum,true,am,Ethi,EXPLICIT_BCP47_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,b395f8fd51cc5a7816e565b1bed5d598c33d33edc453c64e944fbc8a88a2c6f4,MODEL_CONDITIONAL_PROFILE,203,2
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:apd-Arab-SD,3d0ece6707e1b49a497848b37a96d40cf4675b888054d95c87b841dd37e94cd9,1d39f6e72eaa787d1df87cce8b87abdc3ea332d542c622ceb22631620e0419fb,written_or_multimodal,exact_regional_production_stratum,true,apd,Arab,EXPLICIT_BCP47_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,1ca9e47b919f0aa2b8b25eb7d0261ac29f8bcc973b6cf1d7ada36484880e92fa,MODEL_CONDITIONAL_PROFILE,203,22
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:ar-001-context,895ff1ee642b2618d3a9498ca6e11bbe0f953c5e2be2880a008d33ae784e1130,6875a07411c4d799ea51e89cd1ba412fe02c4500dca47ecc41f007cddb8383ef,written_or_multimodal,exact_regional_production_stratum,true,ar,Arab,ORTHOGRAPHY_KEYWORD_SINGLE_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,c405cc56acf7c3204cdcefa786aa9f8d9a331228a1075f618bf5a0ec85397890,MODEL_CONDITIONAL_PROFILE,203,22
CRCM-be4b505133a5ccefa3ea,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,0d8f36af137221f58690847a87ef463cae415e2c0742d8673a69c1c1498f95e4,intervention-target:regional-stratum:ar-Arab-XLEV,fd57cafbbceb1304097e12177c8d6b9bb1b60adbb4046f4d9035b6dc18b02d88,cee1be1dae15536093e864753a1dc7fb1ba81717ac5b312b1cead66ecec02c4c,written_or_multimodal,exact_regional_production_stratum,true,ar,Arab,EXPLICIT_BCP47_SCRIPT,MODEL_CONDITIONAL_APPLICABLE,,NO_PROFILE,EXPLICIT_NO_DIRECT_PROFILE_MODEL_CONDITIONAL,,,a542f7c0018cfae04420f54016c4f9893484b080cd20581a259ac50094720c21,MODEL_CONDITIONAL_PROFILE,203,22
