roster_target_id,canon_id,package_id,draw_count,profile_r_mean,profile_r_p05,profile_r_p50,profile_r_p95,standard_compute_mean_fecu,standard_compute_p05_fecu,standard_compute_p50_fecu,standard_compute_p95_fecu,total_cost_evidence_class
intervention-target:regional-stratum:acf-Latn-LC,CANON-025K,PKG-ACCESSIBLE-PUBLICATION,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,422952.717906,373264.715303,417754.335784,490390.120123,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-025K,PKG-AUDIO,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,534657.928757,453980.579921,526217.426707,644154.598741,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-025K,PKG-CAPTIONS,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,529355.262839,448152.670846,520859.809603,639564.801768,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-025K,PKG-COMPLETE-ACCESS,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,867722.200266,713510.809522,851588.532284,1077020.522580,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-025K,PKG-NAMED-SIGN,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,573301.944483,481594.489361,563707.467543,697768.862317,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-025K,PKG-TEXT,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,397515.217906,347827.215303,392316.835784,464952.620123,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-100K,PKG-ACCESSIBLE-PUBLICATION,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,1691810.871626,1493058.861213,1671017.343138,1961560.480494,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-100K,PKG-AUDIO,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,2138631.715026,1815922.319684,2104869.706826,2576618.394965,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-100K,PKG-CAPTIONS,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,2117421.051355,1792610.683386,2083439.238414,2558259.207075,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-100K,PKG-COMPLETE-ACCESS,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,3470888.801061,2854043.238089,3406354.129137,4308082.090319,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-100K,PKG-NAMED-SIGN,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,2293207.777931,1926377.957444,2254829.870172,2791075.449268,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-100K,PKG-TEXT,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,1590060.871626,1391308.861213,1569267.343138,1859810.480494,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-400K,PKG-ACCESSIBLE-PUBLICATION,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,6767243.486501,5972235.444850,6684069.372549,7846241.921976,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-400K,PKG-AUDIO,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,8554526.860103,7263689.278733,8419478.827302,10306473.579859,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-400K,PKG-CAPTIONS,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,8469684.205419,7170442.733545,8333756.953654,10233036.828297,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-400K,PKG-COMPLETE-ACCESS,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,13883555.204244,11416172.952354,13625416.516545,17232328.361276,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-400K,PKG-NAMED-SIGN,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,9172831.111725,7705511.829776,9019319.480688,11164301.797071,MODEL_CONDITIONAL
intervention-target:regional-stratum:acf-Latn-LC,CANON-400K,PKG-TEXT,128,1.757867265764,1.337672740579,1.713906317587,2.328162421935,6360243.486501,5565235.444850,6277069.372549,7439241.921976,MODEL_CONDITIONAL
intervention-target:regional-stratum:acm-Arab-IQ,CANON-025K,PKG-ACCESSIBLE-PUBLICATION,128,1.948268956906,1.157963554437,1.765307183528,3.337028258805,445467.717884,352014.104042,423832.488182,609688.505333,MODEL_CONDITIONAL
