decision_rank,group_key,representative_label,representative_language_tag,representative_edition_target_id,member_count,member_edition_target_ids,member_labels,population_basis_classes,group_need_p05_min,group_need_median_max_nonadditive,group_need_p95_max,aggregation_rule,model_status
1,language:hi,Hindi,hi-Deva-IN,edition-target:lang:hi-Deva-IN,1,edition-target:lang:hi-Deva-IN,Hindi,DIRECT_OR_DERIVED_PERSON_MEASURE,82452975.449173,119286966.326028,152875057.383418,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
2,language:id,Bahasa Indonesia,id-Latn-ID,edition-target:lang:id-Latn-ID,1,edition-target:lang:id-Latn-ID,Bahasa Indonesia,DIRECT_OR_DERIVED_PERSON_MEASURE,65406110.595856,87463029.306054,115056099.895354,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
3,language:pnb,Punjabi (Pakistan standard),pnb-Arab-PK,edition-target:lang:pnb-Arab-PK,1,edition-target:lang:pnb-Arab-PK,Punjabi (Pakistan standard),DIRECT_OR_DERIVED_PERSON_MEASURE,28337163.266942,38667895.873606,48122028.674716,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
4,language:bn,Bengali (India standard),bn-Beng-IN,edition-target:lang:bn-Beng-IN,1,edition-target:lang:bn-Beng-IN,Bengali (India standard),DIRECT_OR_DERIVED_PERSON_MEASURE,25662020.022317,35118379.766556,46061364.706172,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
5,language:mr,Marathi,mr-Deva-IN,edition-target:lang:mr-Deva-IN,1,edition-target:lang:mr-Deva-IN,Marathi,DIRECT_OR_DERIVED_PERSON_MEASURE,23087753.156079,30978379.684931,41079754.684453,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
6,language:te,Telugu,te-Telu-IN,edition-target:lang:te-Telu-IN,1,edition-target:lang:te-Telu-IN,Telugu,DIRECT_OR_DERIVED_PERSON_MEASURE,21589943.593712,30332495.132190,39461980.385506,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
7,language:ta,Tamil (India standard),ta-Taml-IN,edition-target:lang:ta-Taml-IN,1,edition-target:lang:ta-Taml-IN,Tamil (India standard),DIRECT_OR_DERIVED_PERSON_MEASURE,17847506.532838,25238208.215236,33428492.735301,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
8,language:jv,Javanese,jv-Latn-ID,edition-target:lang:jv-Latn-ID,1,edition-target:lang:jv-Latn-ID,Javanese,DIRECT_OR_DERIVED_PERSON_MEASURE,17497546.332404,24717315.226857,32150541.506479,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
9,language:gu,Gujarati,gu-Gujr-IN,edition-target:lang:gu-Gujr-IN,1,edition-target:lang:gu-Gujr-IN,Gujarati,DIRECT_OR_DERIVED_PERSON_MEASURE,14833476.249763,20261192.261380,27031787.664322,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
10,language:ps,Pashto (Pakistan curriculum pack),ps-Arab-PK,edition-target:lang:ps-Arab-PK,1,edition-target:lang:ps-Arab-PK,Pashto (Pakistan curriculum pack),DIRECT_OR_DERIVED_PERSON_MEASURE,14365548.575900,19363224.133662,24248170.242699,max member median; members overlap and are not summed,L-M_LANGUAGE_GROUP_VIEW
