candidate_id,target_label,language_variety,language_tag,script_orthography,territory_community,modality,learner_stage_scope,population_low,population_base,population_high,population_unit,population_definition,population_reference_year,population_source_id,population_source_url,academic_language_overlap_low,academic_language_overlap_base,academic_language_overlap_high,overlap_definition,baseline_access_status,evidence_confidence,rankable,notes
glob_cmn_hans_cn,Standard Mandarin/Putonghua - Simplified Han - mainland China,Standard Mandarin (Putonghua),cmn-Hans-CN,Simplified Han,Mainland China,text_audio,all_stages,1100000000,1139587786,1200000000,people,Derived ability estimate: 80.72% reporting Putonghua ability multiplied by the 2020 mainland census population; not mother tongue.,2020,SRC_CHINA_MOE_2020,https://en.moe.gov.cn/news/press_releases/202106/t20210616_538404.html,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Written companion profile is zh-Hans-CN; do not use for all Sinitic varieties.
glob_cmn_hant_tw,Taiwan Mandarin/Guoyu - Traditional Han - Taiwan,Taiwan Mandarin (Guoyu),cmn-Hant-TW,Traditional Han,Taiwan,text_audio,all_stages,20000000,23000000,24000000,people,Territorial national/education exposure ceiling; not direct speaker count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Keep paired written profile zh-Hant-TW separate from mainland Simplified Chinese.
glob_yue_hant_hk,Cantonese - Traditional Han - Hong Kong,Cantonese (Yue),yue-Hant-HK,Traditional Han,Hong Kong,text_audio,all_stages,6328947,6328947,6328947,people,Usual spoken language among population age 5+ in Hong Kong Census 2021.,2021,SRC_HK_CENSUS_2021,https://www.censtatd.gov.hk/en/data/stat_report/product/B1120106/att/B11201062021XXXXB01.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Mainland Yue requires yue-Hans-CN and a separate source.
glob_yue_hans_cn,Cantonese/Yue - Simplified Han - mainland China,Cantonese (Yue),yue-Hans-CN,Simplified Han,"Guangdong, Guangxi and mainland diaspora",text_audio,all_stages,,,,people,No comparable current official mainland language headcount located; population unknown in this audit.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,Mandatory source-gap profile; Hong Kong count must not be extrapolated or used as the total.
glob_en_001,International English,International English,en-Latn-001,Latin,Worldwide,text_audio,all_stages,1350000000,1550000000,1750000000,people,Institutional useful/competent-user range; definitions vary and include L2 users.,2013/2023,SRC_BRITISH_COUNCIL_EN,https://www.britishcouncil.org/research-insight/english-effect,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,TRUE,Territorial curriculum profiles remain separate.
glob_es_001,Global Spanish screening profile,Spanish,es-Latn-001,Latin,Worldwide,text_audio,all_stages,520000000,520000000,520000000,people,Institutional estimate of native Spanish speakers; potential-user estimate exceeds 630m and is recorded only in notes.,2025,SRC_CERVANTES_2025,https://cvc.cervantes.es/lengua/anuario/anuario_25/elm/p01.htm,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,"Split to es-Latn-419, es-Latn-ES and territorial profiles before production; >630m potential users."
glob_es_us,US Spanish home-language profile,Spanish,es-Latn-US,Latin,United States,text_audio,all_stages,43369734,43369734,43369734,people,People age 5+ speaking Spanish at home in ACS 2023.,2023,SRC_US_ACS_2023,https://data.census.gov/table/ACSDT1Y2023.B16001,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,17.60m reported English less than very well; not included in population column because it is a subset.
glob_arb_001,Modern Standard Arabic - transnational written register,Modern Standard Arabic,arb-Arab-001,Arabic,Arabic-speaking world,text_audio,all_stages,400000000,425000000,450000000,people,Arabic umbrella speaker estimate used only as a reach screen; MSA is not normally a first-language population.,2024,SRC_UNESCO_ARABIC_2024,https://www.unesco.org/ar/articles/alywm-alalmy-llght-alrbyt-lam-2024?loclr=blogint,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Must split major vernaculars; population bounds are not MSA L1.
glob_arz_eg,Egyptian Arabic - Egypt,Egyptian Arabic,arz-Arab-EG,Arabic,Egypt,audio_text,all_stages,110000000,115000000,120000000,people,Territorial population/education exposure ceiling; not direct vernacular-speaker count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Pair with arb-Arab-001 for formal literacy.
glob_apc_sy_refugee,Syrian/North Levantine Arabic refugee overlay,North Levantine Arabic,apc-Arab-SY,Arabic,Syrian refugees worldwide,audio_text,all_stages_displaced,4900000,4900000,4900000,people,"Refugees from Syria at end-2025; status cohort, not direct language count.",2025,SRC_UNHCR_GLOBAL_2025,https://www.unhcr.org/global-trends,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,Pair with MSA and host-country language profiles.
