roster_snapshot_id,successor_roster_file_sha256,roster_target_id,target_kind,language_target_id,intervention_target_id,production_applicable,target_representation_id,target_language_or_variety_code,target_script_code,target_territory_code,benchmark_profile_id,profile_measurement_kind,profile_match_scope,binding_method,binding_status,order_b_eligible,unavailable_reason,sensitivity_control_status,tokenization_measurement_set_sha256,measurement_profile_registry_file_sha256,measurement_profile_set_hash,direct_measurement_row_hash,target_roster_row_hash,binding_row_hash,binding_set_hash
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:acf-Latn-LC,regional_empirical_intervention_target,,intervention-target:regional-stratum:acf-Latn-LC,true,repr:e86bdc4ca9dfad418febfc8c,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,5afbfa2b69497ac1350e9788ff416b64fbfd8320f1b023b86a6ab1a49263e689,6c202f04f3cbfc29f99bdf21b89078e3a49785a8cf8ace2c53c4821d224f488c,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:acm-Arab-IQ,regional_empirical_intervention_target,,intervention-target:regional-stratum:acm-Arab-IQ,true,repr:9d5509f248fd9c18f58e7f18,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,413705d4fd16920bff275cffa6198eaef9dc01e8a9fc07438e15c943d0aa4472,43ab11da17f4c817107cbd5e0d59ef0d8c6d29ea8af556d775ff2f812b62aaf5,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:acr-Latn-GT,regional_empirical_intervention_target,,intervention-target:regional-stratum:acr-Latn-GT,true,repr:b2d178b97772e0c1d2187ea1,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,67bacf76033d425bea59a382ec5a0a3a352c8c141928b893b221754b7344561f,f5ba02ad58f3f5a3369cb3859a87da4c455459c54b3b49c39bf0108bb4854d06,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:aeb-Arab-TN,regional_empirical_intervention_target,,intervention-target:regional-stratum:aeb-Arab-TN,true,repr:58011186d3eb6458e84c3b86,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,b0e308a912eb0ba1db64d19c2d418c9b4769727492f1b31933f76b27b074134e,be98775cc2343a24b9f440cb2ab6429a13faa746acde315215dfaefa80abc190,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:afb-Arab-XGULF,regional_empirical_intervention_target,,intervention-target:regional-stratum:afb-Arab-XGULF,true,repr:c8deaab86bb720683a930d87,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,aad7fdb64a66ac0c89d1d8e6d33ecad81fb41142770590e4a50f5208148ae267,203999577cbdd5e09f3debfadef86d8e41e74c762ab410a39496fb11260c97ce,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:aii-Syrc-AM,regional_empirical_intervention_target,,intervention-target:regional-stratum:aii-Syrc-AM,true,repr:a4fc3ac25654c7461d45a314,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,84d2e4cc5e9030f2c8cdc4861766491894051b30e0685019b2f18a26c0316d19,3b83dab122d5fb4ed2e5dbe6e85b66544be86dafbacc2ae1c926432e7ed4b7c3,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:am-Ethi-ET,regional_empirical_intervention_target,,intervention-target:regional-stratum:am-Ethi-ET,true,repr:087c027f4f07fe0d6bb5fc25,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,7b9005dafa999204c0f0168be6e24b804c872ce3fea30d628194f5c75bad853c,dc2224d6313e6749dfa8ba533bb41873be64ee712e3d753d6972dfd3aa048df1,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:apd-Arab-SD,regional_empirical_intervention_target,,intervention-target:regional-stratum:apd-Arab-SD,true,repr:98933c80af9a5f5721caa794,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,3d0ece6707e1b49a497848b37a96d40cf4675b888054d95c87b841dd37e94cd9,fc6ad536ec23c7e66dca586eb46d9158c3ca0b44303035bdc909366e38910cff,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:ar-001-context,regional_empirical_intervention_target,,intervention-target:regional-stratum:ar-001-context,true,repr:cc7528634631a01cf54427a9,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,895ff1ee642b2618d3a9498ca6e11bbe0f953c5e2be2880a008d33ae784e1130,94acb6319fa45672d97f08db083ab46387e104f5bf0ca0860bf893b06bd1cddf,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
successor-target-roster:sha256:b392bba62805f6f80a5e31206de59f32d8a4c261a2590aa3ba90382729e51309,983a40756107072ca779c1f3a37684c8e5865fbedd9fc42768e9d1cab754656f,intervention-target:regional-stratum:ar-Arab-XLEV,regional_empirical_intervention_target,,intervention-target:regional-stratum:ar-Arab-XLEV,true,repr:76094f5dbce8ae0fda305145,,,,,NONE,NONE,NO_EXACT_CODE_SCRIPT_MATCH,NO_DIRECT_PROFILE,false,TARGET_HAS_NO_DIRECT_LANGUAGE_SCRIPT_PROFILE,COMMON_ENVELOPE_AVAILABLE_SEPARATELY_NOT_FOR_POINT_ORDER,6ae11eae5bfb61e237feeb8b8664277b7462e5ba08b34e6e35df1c072b22c2ae,a86e880433c3a00055d39702f117dc85bae2b8b59ecaaf906469154b230467c2,9ad14b90ecdd1c3d6b6138bd902ff691b1d70586338710e568e29257a5dd1b01,,fd57cafbbceb1304097e12177c8d6b9bb1b60adbb4046f4d9035b6dc18b02d88,a6064d1c857a00ff319b0e8f96087cfc23939b3cbf583c61cf9eab9f9cc5b388,fcedb566c2ad51f4ce28327b0d6cf0bee7c4ed214338cda9f4ef300c5772173d
