alias_scope,alias_id,primary_canonical_target_id,primary_edition_target_id,reason,row_sha256
canonical_target,lang:kek-Latn-GT,lang:kek-GT,edition-target:lang:kek-GT,DUPLICATE_CANONICAL_EDITION_IDENTITY,30e661d22791dbac3fd21edeb5c2f0bdc9bc27a334a3dfe54815ecdc7ccce11d
canonical_target,lang:nzs,lang:nzs-NZ,edition-target:lang:nzs-NZ,DUPLICATE_CANONICAL_EDITION_IDENTITY,0322f978a788c25bb258a71155ac0dcc1708ab312fa8b9152b3c0eb6ce62be0f
canonical_target,lang:quc-Latn-GT,lang:quc-GT,edition-target:lang:quc-GT,DUPLICATE_CANONICAL_EDITION_IDENTITY,554dac719209a0f40f7e89d81ae9ed2896056031a45c6036443a68d7701c3cea
canonical_target,lang:rap-CL,lang:rap-Latn-CL,edition-target:lang:rap-Latn-CL,DUPLICATE_CANONICAL_EDITION_IDENTITY,5964c0f795aba810f70968cd946d4f1c3f8425b2fe112a731c411f2c44233ba9
regional_stratum,acf-Latn-LC,lang:acf-LC,edition-target:lang:acf-LC,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,75e1bd49e6b92464beaf30d3e0b62294dbe1d20cc0c1864d1b419bc6b0cfa1ac
regional_stratum,acr-Latn-GT,lang:acr-GT,edition-target:lang:acr-GT,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,69617e860e0c30c46fb47acfd98ccea8fe3f67ded11344deaa5a8a8e79292250
regional_stratum,bzj-Latn-BZ,lang:bzj-BZ,edition-target:lang:bzj-BZ,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,fe60b0e849712adfd7806e730dba39b68f492381c2a7d261dbc303d95f3466b3
regional_stratum,ca-Latn-AD,lang:ca-Latn-ES,edition-target:lang:ca-Latn-ES,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,a89c5a74c861ff5e3ca82313ded7f3679a8af136e56b1e86230b604fe9bd1b26
regional_stratum,ca-Latn-ES-CT,lang:ca-Latn-ES,edition-target:lang:ca-Latn-ES,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,a74775297d983c5dc8c10e40441a3d232ceeab50864462c98e3b6a295eaa3e4d
regional_stratum,cak-Latn-GT,lang:cak-GT,edition-target:lang:cak-GT,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,9e025c39b988ab4a8cea39578769776cd0ec6629010b7436b4bfdce510baaa9e
regional_stratum,ciw-script-unresolved-CA,lang:ciw-CA,edition-target:lang:ciw-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,b07ee4b907c5751b0015023c83192ffcc681fc1c9584b1738b6280254e02e46f
regional_stratum,crj-script-unresolved-CA,lang:crj-CA,edition-target:lang:crj-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,8540c2547bf4fc323c79a88487db04af4882575d74a6175af740fa3e7fe3b8f2
regional_stratum,crk-Latn-CA,lang:crk-CA,edition-target:lang:crk-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,633457d233afbe075015ba36595a195461005fe3c4c1bbd988f69b3c292400e8
regional_stratum,crl-script-unresolved-CA,lang:crl-CA,edition-target:lang:crl-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,9a8049f1dfacbaab7fa7778efcfa150f82569395c08a34772be16078bb8ed402
regional_stratum,crm-script-unresolved-CA,lang:crm-CA,edition-target:lang:crm-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,406dc516f275e5dd77de6c46377d546bc30adf006b23b74ff063d928a1fd3e4f
regional_stratum,csw-script-unresolved-CA,lang:csw-CA,edition-target:lang:csw-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,58518ed606b66e7de365e2def0594ba5a8f8c6a979625fbb57b9b266408a1853
regional_stratum,cwd-script-unresolved-CA,lang:cwd-CA,edition-target:lang:cwd-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,7f8599f03057a5279534c8abe8691d6a62a72ae59eb88304d717e68900943496
regional_stratum,cy-Latn-GB-WLS,lang:cy-Latn-GB,edition-target:lang:cy-Latn-GB,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,4ba40cf0dd047caa9bffb89b4d4d77d6ce39a3194dd609ab51f1058e0f267f34
regional_stratum,djk-Latn-SR,lang:djk-SR,edition-target:lang:djk-SR,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,492e5dcaf54826ee8f31e2fcdba12706ef6b212801cc2cea7d396da56687b4b6
regional_stratum,eu-Latn-ES-NC,lang:eu-Latn-ES,edition-target:lang:eu-Latn-ES,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,c3bdcb1b40143a4cf1eb65f74632902278ed27170fb4bba1e4bb0a3ffbb0072a
regional_stratum,eu-Latn-ES-PV,lang:eu-Latn-ES,edition-target:lang:eu-Latn-ES,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,90dddb53b24a0c0e298cd09a6d6d8a9736c8cfba202ba72a5a28b64d3973df55
regional_stratum,gcf-Latn-GP,lang:gcf-GP,edition-target:lang:gcf-GP,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,22240f4d1bc66e54d4324398a594158209061a05d8532677c273154b86deb637
regional_stratum,gyn-Latn-GY,lang:gyn-GY,edition-target:lang:gyn-GY,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,416825caeaa652f62e092f46cebc4bf6b75cb7dcbfba7c09d3a18177e8f57cfd
