reach_position,row_id,language_code,iso639_3,language_name,script_code,script_name,edition_profile,population_low,population_point,population_high,population_selection_rule,plausibly_helped_low,plausibly_helped_point,plausibly_helped_high,q_status,research_overrides_baseline,territory_count,iso_member_of_macrolanguage,iso_macrolanguage_member_count,direct_population_context_ids_json,nonadditivity
1,CLDR48-EDITION:zh-Hans,zh,zho,Chinese,Hans,Simplified,Simplified Standard Written Chinese profile,1286047333,1286047333,1286047333,CLDR48_RESOLVED_SCRIPT_PROFILE,900233133,1151960048,1273186860,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,5,,19,"[""LANG-LLPS-CMN-CN-ABILITY-2020"",""LANG-LLPS-ZH-HANS-CN-WRITTEN-EXPOSURE"",""LANG-LLPS-ZH-HANS-CN-FORMAL-ENROLMENT-2025""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
2,CLDR48-EDITION:hi-Deva,hi,hin,Hindi,Deva,Devanagari,"Hindi, Devanagari-script profile",580318483,580318483,580318483,CLDR48_RESOLVED_SCRIPT_PROFILE,406222938,519812678,574515298,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,6,,0,"[""LANG-LLPS-HI-IN-L1-2011""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
3,CLDR48-EDITION:es-Latn,es,spa,Spanish,Latn,Latin,"Spanish, Latin-script profile",507599381,507599381,507599381,CLDR48_RESOLVED_SCRIPT_PROFILE,355319567,454675495,502523387,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,39,,0,"[""LANG-LLPS-ES-US-HOME-2023"",""LANG-LLPS-ES-GLOBAL-NATIVE"",""LANG-LLPS-ES-GLOBAL-POTENTIAL""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
4,CLDR48-EDITION:ar-Arab,ar,ara,Arabic,Arab,Arabic,"Arabic, Arabic-script profile",378792526,378792526,378792526,CLDR48_RESOLVED_SCRIPT_PROFILE,265154768,339298442,375004601,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,38,,30,[],"This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
5,CLDR48-EDITION:fr-Latn,fr,fra,French,Latn,Latin,"French, Latin-script profile",332956351,332956351,332956351,CLDR48_RESOLVED_SCRIPT_PROFILE,233069446,298241289,329626787,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,64,,0,"[""LANG-LLPS-FR-GLOBAL-FRANCOPHONES""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
6,CLDR48-EDITION:ur-Arab,ur,urd,Urdu,Arab,Arabic,"Urdu, Arabic-script profile",313093257,313093257,313093257,CLDR48_RESOLVED_SCRIPT_PROFILE,219165280,280449183,309962324,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,5,,0,"[""LANG-LLPS-UR-IN-L1-2011"",""LANG-LLPS-UR-PK-L1-2023"",""LANG-LLPS-UR-PK-EXPOSURE-2023""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
7,CLDR48-EDITION:bn-Beng,bn,ben,Bangla,Beng,Bangla,"Bangla, Bangla-script profile",279893704,279893704,279893704,CLDR48_RESOLVED_SCRIPT_PROFILE,195925593,250711118,277094767,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,5,,0,"[""LANG-LLPS-BN-BD-L1PROXY-2022"",""LANG-LLPS-BN-IN-L1-2011""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
8,CLDR48-EDITION:pt-Latn,pt,por,Portuguese,Latn,Latin,"Portuguese, Latin-script profile",249463919,249463919,249463919,CLDR48_RESOLVED_SCRIPT_PROFILE,174624743,223454037,246969280,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,16,,0,"[""LANG-LLPS-PT-GLOBAL-SPEAKERS""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
9,CLDR48-EDITION:id-Latn,id,ind,Indonesian,Latn,Latin,"Indonesian, Latin-script profile",180519583,248501794,248501794,DIRECT_BPS_2022_INDONESIAN_COMMUNICATIVE_ABILITY_POINT_WITH_CLDR_CONTEXT,126363708,222592226,246016776,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,true,2,msa,0,"[""LANG-LLPS-ID-ID-ABILITY-2022"",""LANG-LLPS-ID-ID-HOME-2010""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
10,CLDR48-EDITION:ru-Cyrl,ru,rus,Russian,Cyrl,Cyrillic,"Russian, Cyrillic-script profile",201151469,201151469,201151469,CLDR48_RESOLVED_SCRIPT_PROFILE,140806028,180178793,199139954,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,24,,0,"[""LANG-LLPS-RU-GLOBAL-SPEAKERS""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
11,CLDR48-EDITION:sw-Latn,sw,swa,Swahili,Latn,Latin,"Swahili, Latin-script profile",194102079,194102079,194102079,CLDR48_RESOLVED_SCRIPT_PROFILE,135871455,173864394,192161058,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,9,,2,[],"This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
12,CLDR48-EDITION:pa-Arab,pa,pan,Punjabi,Arab,Arabic,"Punjabi, Shahmukhi/Perso-Arabic-script profile",176654800,176654800,176654800,CLDR48_RESOLVED_SCRIPT_PROFILE,123658360,158236223,174888252,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,1,,0,[],"This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
13,CLDR48-EDITION:de-Latn,de,deu,German,Latn,Latin,"German, Latin-script profile",141873197,141873197,141873197,CLDR48_RESOLVED_SCRIPT_PROFILE,99311238,127081057,140454465,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,27,,0,"[""LANG-LLPS-DE-GLOBAL-NATIVE""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
14,CLDR48-EDITION:ja-Jpan,ja,jpn,Japanese,Jpan,Japanese,"Japanese, Japanese-script profile",117608755,117608755,117608755,CLDR48_RESOLVED_SCRIPT_PROFILE,82326128,105346501,116432667,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,3,,0,"[""LANG-LLPS-JA-JP-EXPOSURE-2024"",""LANG-LLPS-JA-JP-PUPILS-NEEDING-INSTRUCTION-2025"",""LANG-LLPS-JA-JP-TERTIARY-OPPORTUNITY-2025"",""LANG-LLPS-JA-JP-ADULT-LOW-SKILL-2023""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
15,CLDR48-EDITION:te-Telu,te,tel,Telugu,Telu,Telugu,"Telugu, Telugu-script profile",101457360,101457360,101457360,CLDR48_RESOLVED_SCRIPT_PROFILE,71020152,90879101,100442786,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,1,,0,"[""LANG-LLPS-TE-IN-L1-2011""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
16,CLDR48-EDITION:lah-Arab,lah,lah,Western Panjabi,Arab,Arabic,"Western Panjabi, Arabic-script profile",100980828,100980828,100980828,CLDR48_RESOLVED_SCRIPT_PROFILE,70686580,90452254,99971020,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,2,,8,[],"This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
17,CLDR48-EDITION:mr-Deva,mr,mar,Marathi,Deva,Devanagari,"Marathi, Devanagari-script profile",98639100,98639100,98639100,CLDR48_RESOLVED_SCRIPT_PROFILE,69047370,88354681,97652709,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,1,,0,"[""LANG-LLPS-MR-IN-L1-2011""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
18,CLDR48-EDITION:jv-Latn,jv,jav,Javanese,Latn,Latin,"Javanese, Latin-script profile",96145858,96145858,96145858,CLDR48_RESOLVED_SCRIPT_PROFILE,67302101,86121393,95184399,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,2,,0,[],"This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
19,CLDR48-EDITION:vi-Latn,vi,vie,Vietnamese,Latn,Latin,"Vietnamese, Latin-script profile",92370781,92370781,92370781,CLDR48_RESOLVED_SCRIPT_PROFILE,64659547,82739917,91447073,COMMON_IMPUTATION_PENDING_COMPARABLE_EDITION_AUDIENCE_EVIDENCE,false,4,,0,"[""LANG-LLPS-VI-VN-EXPOSURE-2024""]","This edition profile may overlap other languages, varieties, scripts, and multilingual rows; do not sum rows into unique beneficiaries without an overlap model."
