"relative_path","role","order","bytes","sha256","git_blob_sha1"
".gitignore","authority_metadata","0","11","428f0d13e331355de694b71344e6e3c10045e5af26e27a2ac276c4c9e9e1aa8d","9647b329fd14de3a8abde36db2348f88d513359f"
"README.md","authority_metadata","0","1114","158ffba799594279d784587ee9a46cdf331fad43285d69abefe772a9f8fa8288","b0447798e74a239b6f8ec04e72644d68fc4e55c7"
"LICENSE","license","0","21442","ab1a44bbba58252630134574d7b2534813339240eb645825ffcc2487dbe8114a","8395ca56cf8994cdd95c507d0efc74e655b404e2"
"META-INF/books.xml","authority_metadata","0","509","4cf218e1628d61de0b24dda0eaa48eb8a0594a2ea17831bebf6daad739eb40e4","9d852f8d7f75dc42ed4b52eac6e2efe7098fcdc3"
"collections/elementary-algebra-2e.collection.xml","collection","0","5256","5fdc03ab9e6ee7327be72f7e0a17c4d884e65f4a8081a0b2a06dbdb1392bda72","31100884d63f0c421b15905728637d5d010fe961"
"cover/elementary-algebra-2e-cover.jpg","optional_cover","0","93477","d80c557bc3a2fc8af75d27f550e1131b802cb404065a8229a86056ab583c7e80","43d6ce254feeb5e011db7dd8bd756ce9ff6a4797"
"modules/m82630/index.cnxml","cnxml_module","1","22483","d9f45fb31f4cb399c009c2be25eca1a99132b4b6882fb07f8649c2d56974f90b","b45c366dc0df5a5fb5aff61bdce898a8787374af"
"modules/m82451/index.cnxml","cnxml_module","2","1066","025f994e3c66f19462c9423788f703f7987fecb67656911d840fdd15a58d8a4a","271a852501a873b9e79e2cc4bd798159a1f76838"
"modules/m82452/index.cnxml","cnxml_module","3","113967","0eaf5db27fd4e16e70d34d4b936abe173b93699e267b519e449c7b56f7233310","7f6d4d2da61f74d10479441822ee62018fb210e4"
"modules/m82453/index.cnxml","cnxml_module","4","184248","a8fdd235aa254c5a0a1248fa858e9b3579d9b40982bbc514cbe6a18c3e6fcbed","b754c49c00681fac8192f4254d947d54661d1132"
"modules/m82454/index.cnxml","cnxml_module","5","184899","4483b9df8736598af20287450b89cf367728da04c697f85f1abb64bbeffb092f","67742e6f5bff0d637c4ccccdb7c6bcaf425733f9"
"modules/m82455/index.cnxml","cnxml_module","6","118967","794635f93249017847f2646910d007e9de53b00ee6037133aa5c3edb7c2b88ec","c225f628da165fdddc2019dbbdbf73a23df98316"
"modules/m82456/index.cnxml","cnxml_module","7","122022","1d3b69d74603175eb3c8aae95319b14bee988a56345c67384c0090b29995ab33","839663830dee81fbd066a04408bdba5f716a43be"
"modules/m82457/index.cnxml","cnxml_module","8","132165","a8db22ca9c8c10c7f95fa3aa4dcb18596711741478515c220a75e291273983e9","a161cb817dccbcf3f59f0bfcec46f72c0a6011f0"
"modules/m82458/index.cnxml","cnxml_module","9","130960","678dc0c3ae2aad0192c0314395541720d6c6eb97f56d2f4d169f056fe1e630cb","6aa7d1d55c2f36c576d9bd41b716da40fe9d5678"
"modules/m82459/index.cnxml","cnxml_module","10","132536","730f4347e986d692a35dbecd7d22a68b461de068dafe077809c9f37844ab2fb0","f7d8bb91c82aba818851fb8a3a8d58615e46daa6"
"modules/m82460/index.cnxml","cnxml_module","11","164724","ee089e74a6609868c94808e624d57016de348a791b577458c539c93584bba9a5","3e84819db406368f97e5ba63bfe2007d051bbcfa"
"modules/m82461/index.cnxml","cnxml_module","12","284041","df82cee2f1a278bb88f392572457ee679bc09d108962a9b6c72ba5bb0084655e","9dd43e35265a30251f1015b8564b7548db8348ae"
"modules/m82462/index.cnxml","cnxml_module","13","1147","7f29e8b9558d6d37553e5991cfffc7cc27c320e2a92ed98db563e76a90e8a51e","ec1b4c42dc4111a5e22c8d8d988b2934cdc14aa0"
"modules/m82463/index.cnxml","cnxml_module","14","122749","b6345a5a6a99108f9d32d6518445a4ae70a6b0c54a258021dffc6f2b77b8278a","1a75fb3e229c1c111e6e0cc7bcfabb020e2b5b0e"
"modules/m82464/index.cnxml","cnxml_module","15","133732","099aae173772040a83d8c9160980922315352fc2a699af7c6f25ddc594a0c0bc","a941d6dd5b8d30a7e0e5d5266cc07b0b78a1e11b"
"modules/m82465/index.cnxml","cnxml_module","16","102020","320496fe179611ea5e34e8bbf62a28317385e19a2c8038f304183a9dd5847692","bbed029f2ba764d5c3fc20f49bbb6fb79af2800b"
"modules/m82467/index.cnxml","cnxml_module","17","155541","ba8c5d2d4c0fed618bbf37ebf94d4f18681672d2563b3ae670bd07fad52de7b5","ae75e2f36b034d724b46dcbc91ed85884e3ea6a7"
"modules/m82468/index.cnxml","cnxml_module","18","121782","c37321a5d8e4dd5f83f90b4b65c2b3516474b5cdea885f84a28ca15e5cea37e0","4c2989e24880d4bf5f736b80cf154b7654a7b99b"
"modules/m82469/index.cnxml","cnxml_module","19","94385","16d4267bb97fc62bff7a71c2d6051796d0c9dbf7f98f3bfc978d60ba07574676","ab1b90aae78cbd106e598c14848d3454db35ea20"
"modules/m82470/index.cnxml","cnxml_module","20","280643","e0c457e6b1fb1da6d93a1ffca68347b7afb1bd73683ed9575a10672b4aef13c9","f198b3acd0c3ec1b6e0698cde8c5ba37f01cb707"
"modules/m82471/index.cnxml","cnxml_module","21","1061","d26124fab62ee09dc6aba226b74e272380f313a30a35c68551688a3e58b5403f","ef6f86958d4a963ec270e4612cd0022d9f7061ed"
"modules/m82472/index.cnxml","cnxml_module","22","119876","20ce180be4410e0f5112d1b6656bf7893d61798b6afaa119ab21f4697eb435d5","8767565cdf8ad585554d7ecc38ff2fc5c954d050"
"modules/m82473/index.cnxml","cnxml_module","23","124371","e6dc099430c7ecd3d26f843827ac2f89936a2fe30b09f1ffd02b23622d278ec2","9679c3f3dd3f3f286b9e5516a5dfe197c9d1d274"
"modules/m82475/index.cnxml","cnxml_module","24","104125","a0914cc484f0ae4244cb0bd25bde40ce9e0a7ad959cc7cf9c22605ac0feac21f","5b74cbc10f3ecd8a09ecd812ad414a2e4f87f3b5"
"modules/m82476/index.cnxml","cnxml_module","25","137602","99e3e706aed8738ab63f09403baedc7c1825f21a1bc90e3663da198f94270aaa","6dc5fc2fbbfacb06b59726415b55145dbca429e3"
"modules/m82477/index.cnxml","cnxml_module","26","69106","82b5b6794f3a95980f111a82ebc9369052d84ef620b07842aa5264187a960103","a346b45b04bdd598aa991d4b182e988d05728be6"
"modules/m82478/index.cnxml","cnxml_module","27","86163","b9f66a9d5fcc0c97c095b18d87f8df9432517bc4743eeb5a5b82f12b202c856b","81fc722da7ed1eb7a4d0b5ef6d189b62a9f8a6c7"
"modules/m82479/index.cnxml","cnxml_module","28","1971","11359ef93240afac73da457cef99f43f9f822d0cc31f92384da0e0284db17571","06769de806efe761736cde774de024859a8d7de9"
"modules/m82480/index.cnxml","cnxml_module","29","207168","2a6a9119b3419219268b6020706b407f7053640f24769b0457938e4ed6dc7d49","2d08d8390ffc6e67c3ad0a9e567b8c0229f0d30f"
"modules/m82481/index.cnxml","cnxml_module","30","154273","3dad2cfd94f46ca7866b3ed31cc7c61981ae32b655cb45b1f6ec8abb06d20690","e729da4a51870df96d425f3576ea13e1a588798f"
"modules/m82482/index.cnxml","cnxml_module","31","103824","48d870bf629ec82c95e917aec7663a070460a972b1d6f7b352e62c1ca146f610","c9909187a54c6de2d658edf1f1fba0b9fa0897f1"
"modules/m82483/index.cnxml","cnxml_module","32","151149","8130cebf809a00beb5ce8f70b7c8bddbc54891e473f932e6ada9786e2a7d8102","6ec0675f16021066b827c70f42499bde1b635da0"
"modules/m82485/index.cnxml","cnxml_module","33","195824","04df4f86a34f22fcf0ba98dc1707e393e07e3153a8afc7476e1248215c3d3342","00f2fa7914553fb539bc30f6eaf8d47f3275e27c"
"modules/m82486/index.cnxml","cnxml_module","34","156084","96a2b684328ce9ffbc751b01071305f58777a3821adb34aef050521573da96a2","dc32177d3d454765bda7d239322fc069fcdb88cb"
