0	અપૂર્ણાંકોનો સરવાળો અને બાદબાકી કરો
1	આ વિભાગના અંતે તમે નીચેનું કરી શકશો:
2	સમાન છેદવાળા અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરવી
3	જુદા છેદવાળા અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરવી
4	ક્રિયાઓનો ક્રમ વાપરીને જટિલ અપૂર્ણાંકોને સાદું રૂપ આપવું
5	અપૂર્ણાંકવાળી ચલ પદાવલીઓની કિંમત શોધવી
6	આ વિભાગના વિષયોનો વધુ વિગતવાર પરિચય આ પુસ્તકમાં મળે છે:
7	પૂર્વબીજગણિત
8	પ્રકરણ,
9	અપૂર્ણાંકો
10	સમાન છેદવાળા અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરો
11	અપૂર્ણાંકોનો ગુણાકાર કરતી વખતે આપણે સીધા અંશોનો ગુણાકાર અને છેદોનો ગુણાકાર કર્યો હતો. અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરવા તેમના છેદ સમાન હોવા જોઈએ.
12	અપૂર્ણાંકોનો સરવાળો અને બાદબાકી
13	જો
14	એવી સંખ્યાઓ હોય કે
15	અને
16	તો
17	અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરવા અંશોનો સરવાળો કે બાદબાકી કરો અને પરિણામને સમાન છેદની ઉપર લખો.
18	હાથવગી સામગ્રીથી ગણિત શીખવાની પ્રવૃત્તિઓ ‘અપૂર્ણાંકોના સરવાળાનું નિરૂપણ’ અને ‘અપૂર્ણાંકોની બાદબાકીનું નિરૂપણ’ કરવાથી આ ક્રિયાઓ વધુ સારી રીતે સમજી શકશો.
19	સરવાળો શોધો:
20	ઉકેલ
21	સમાન છેદવાળા અપૂર્ણાંકોનો સરવાળો દર્શાવ્યો છે; ક્રિયા અને તેનાથી મળતી પદાવલી આપેલી છે.
22	અંશોનો સરવાળો કરો અને તેને સમાન છેદની ઉપર લખો.
23	તફાવત શોધો:
24	આ કોષ્ટકમાં સમાન છેદવાળા અપૂર્ણાંકોની બાદબાકી અને અંતિમ જવાબને સાદું રૂપ આપવાનાં પગલાં છે.
25	અંશોની બાદબાકી કરો અને તફાવતને સમાન છેદની ઉપર લખો.
26	સાદું રૂપ આપો.
27	સાદું રૂપ આપો. યાદ રાખો,
28	સાદું રૂપ આપો:
29	સમાન છેદવાળા બીજગણિતીય અપૂર્ણાંકોને પગલાંવાર સાદું રૂપ આપ્યું છે.
30	અપૂર્ણાંકની આગળ ચિહ્ન મૂકીને ફરી લખો.
31	હવે સરવાળો અને બાદબાકી બંને ધરાવતું ઉદાહરણ કરીશું.
32	આ કોષ્ટકમાં સમાન છેદવાળા અપૂર્ણાંકોના સરવાળા અને બાદબાકીનાં પગલાં છે.
33	અપૂર્ણાંકોનો સરવાળો અને બાદબાકી—શું તેમના છેદ સમાન છે? હા.
34	અંશોમાં સરવાળો અને બાદબાકી કરો અને મળેલા તફાવતને સમાન છેદની ઉપર લખો.
35	ડાબેથી જમણે સાદું રૂપ આપો.
36	જુદા છેદવાળા અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરો
37	આપણે જોયું છે કે અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરવા તેમના છેદ સમાન હોવા જોઈએ. આ
38	લઘુત્તમ સામાન્ય છેદ
39	(LCD) બે અપૂર્ણાંકો માટે એવી સૌથી નાની સંખ્યા છે જે તેમનો સામાન્ય
40	છેદ
41	બની શકે. બે અપૂર્ણાંકોનો લઘુત્તમ સામાન્ય છેદ તેમના છેદોનો લઘુત્તમ સામાન્ય અવયવી (LCM) છે.
42	લઘુત્તમ સામાન્ય છેદ
43	બે અપૂર્ણાંકોનો લઘુત્તમ સામાન્ય છેદ (LCD) તેમના છેદોનો લઘુત્તમ સામાન્ય અવયવી (LCM) છે.
44	હાથવગી સામગ્રીથી ગણિત શીખવાની પ્રવૃત્તિ ‘લઘુત્તમ સામાન્ય છેદ શોધવો’ કરવાથી આ ખ્યાલ વધુ સારી રીતે સમજી શકશો.
45	બે અપૂર્ણાંકોનો લઘુત્તમ સામાન્ય છેદ શોધ્યા પછી આપણે તેમને તે છેદવાળા સમ અપૂર્ણાંકોમાં ફેરવીએ છીએ. આ પગલાં સાથે કરવાથી સરવાળો કે બાદબાકી થઈ શકે છે, કારણ કે હવે તેમના છેદ સમાન છે!
46	અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરવાની રીત
47	સરવાળો કરો:
48	કોષ્ટકમાં ડાબે સૂચનાઓ, વચ્ચે સૂચનો કે સમજૂતી અને જમણે ગણિત છે. પહેલી હરોળમાં ‘પગલું 1. શું છેદ સમાન છે? ના—દરેક અપૂર્ણાંકને લઘુત્તમ સામાન્ય છેદ સાથે ફરી લખો.’ છે. વચ્ચે ‘ના. 12 અને 18નો લઘુત્તમ સામાન્ય છેદ શોધો.’ છે. જમણે 12 = 2 × 2 × 3 અને 18 = 2 × 3 × 3 છે. તેથી લઘુત્તમ સામાન્ય છેદ = 2 × 2 × 3 × 3 = 36 છે. આગળ સૂચન છે: ‘લઘુત્તમ સામાન્ય છેદવાળા સમ અપૂર્ણાંકોમાં ફેરવો. આ સમ અપૂર્ણાંકોને સાદું રૂપ ન આપો! એમ કરશો તો મૂળ અપૂર્ણાંકો પાછા મળશે અને સમાન છેદ રહેશે નહીં!’ જમણે 7/12 + 5/18, પછી (7 × 3)/(12 × 3) + (5 × 2)/(18 × 2), અને પછી 21/36 + 10/36 છે.
49	આગળ ‘પગલું 2. અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરો.’ છે. સૂચન છે ‘સરવાળો કરો.’ અને જવાબ 31/36 છે.
50	છેલ્લે ‘પગલું 3. શક્ય હોય તો સાદું રૂપ આપો.’ છે. સમજૂતી છે: ‘31 અવિભાજ્ય સંખ્યા હોવાથી તેનો 36 સાથે કોઈ સામાન્ય અવયવ નથી. જવાબ સાદામાં સાદા રૂપમાં છે.’
51	અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરો.
52	શું તેમના છેદ સમાન છે?
53	હા—પગલું 2 પર જાઓ.
54	ના—દરેક અપૂર્ણાંકને લઘુત્તમ સામાન્ય છેદ સાથે ફરી લખો. પહેલાં લઘુત્તમ સામાન્ય છેદ શોધો. દરેક અપૂર્ણાંકને તે છેદવાળા સમ અપૂર્ણાંકમાં ફેરવો.
55	અપૂર્ણાંકોનો સરવાળો કે બાદબાકી કરો.
56	શક્ય હોય તો સાદું રૂપ આપો.
57	સમાન છેદ બનાવવા જરૂરી સમ અપૂર્ણાંકો શોધતી વખતે અંશ અને છેદને કઈ સંખ્યા વડે ગુણવા તે ઝડપથી શોધી શકાય છે. લઘુત્તમ સામાન્ય છેદ અવિભાજ્ય અવયવીકરણથી શોધ્યો હોય તો આ રીત કામ કરે છે.
58	લઘુત્તમ સામાન્ય છેદના અવયવો જુઓ અને પછી તે અવયવોની ઉપરની દરેક કૉલમ જુઓ. દરેક છેદમાં ‘ખૂટતા’ અવયવો જ આપણને જોઈતી સંખ્યાઓ છે.
