0	સમાનતાના બાદબાકી અને સરવાળાના ગુણધર્મોનો ઉપયોગ કરીને સમીકરણો ઉકેલો
1	આ વિભાગના અંત સુધીમાં તમે આ કરી શકશો:
2	સમીકરણનો ઉકેલ ચકાસવો
3	સમાનતાના બાદબાકી અને સરવાળાના ગુણધર્મોનો ઉપયોગ કરીને સમીકરણો ઉકેલવાં
4	સાદું રૂપ આપવું જરૂરી હોય તેવાં સમીકરણો ઉકેલવાં
5	સમીકરણમાં ફેરવીને ઉકેલવું
6	વ્યવહારુ પ્રશ્નોને સમીકરણમાં ફેરવીને ઉકેલવા
7	શરૂ કરતાં પહેલાં તૈયારીની આ પ્રશ્નોત્તરી લો.
8	કિંમત શોધો:
9	જ્યારે
10	જો આ પ્રશ્નનો ઉકેલ ન મળ્યો હોય, તો પુનરાવર્તન કરો:
11	સાદું રૂપ આપો:
12	બીજગણિતમાં ફેરવો: “5 ઓછું
13	સમીકરણનો ઉકેલ ચકાસો
14	સમીકરણ ઉકેલવું એ કોયડાનો જવાબ શોધવા જેવું છે. સમીકરણ ઉકેલવાનો હેતુ ચલનું એવું મૂલ્ય અથવા મૂલ્યો શોધવાનો છે જેનાથી સમીકરણની બંને બાજુ સમાન બને અને આપણને સાચું વિધાન મળે. ચલનું જે કોઈ મૂલ્ય સમીકરણને સાચું બનાવે તેને સમીકરણનો ઉકેલ કહે છે. એ જ કોયડાનો જવાબ છે!
15	સમીકરણનો ઉકેલ
16	કોઈ
17	સમીકરણનો ઉકેલ
18	એ ચલનું એવું મૂલ્ય છે જેને સમીકરણમાં અવેજી કરતાં સાચું વિધાન મળે છે.
19	કોઈ સંખ્યા સમીકરણનો ઉકેલ છે કે નહીં તે નક્કી કરવાની રીત
20	સમીકરણમાં ચલની જગ્યાએ તે સંખ્યા મૂકો.
21	સમીકરણની બંને બાજુની પદાવલીઓને સાદું રૂપ આપો.
22	મળતું સમીકરણ સાચું છે કે નહીં તે નક્કી કરો, એટલે કે ડાબી બાજુ જમણી બાજુની બરાબર છે કે નહીં તે તપાસો.
23	જો તે સાચું હોય, તો સંખ્યા ઉકેલ છે.
24	જો તે સાચું ન હોય, તો સંખ્યા ઉકેલ નથી.
25	નક્કી કરો કે
26	આનો ઉકેલ છે કે નહીં:
27	ઉકેલ
28	સમીકરણનો ઉકેલ ચલનું એવું મૂલ્ય છે જે સમીકરણને સાચું બનાવે છે, તેથી શરૂઆતમાં ચલની જગ્યાએ આપેલું મૂલ્ય મૂકો.
29	આ આકૃતિમાં x = 3/2 એ બીજગણિતીય સમીકરણ 4x − 2 = 2x + 1નો ઉકેલ છે કે નહીં તે નક્કી કરવાનાં પગલાં બતાવ્યાં છે. આકૃતિમાં બે સ્તંભ છે; ડાબે લખેલી સૂચનાઓ અને જમણે ગણિત છે. જમણા સ્તંભની ટોચે 4x − 2 = 2x + 1 છે. તેની નીચે ડાબે “xની જગ્યાએ 3/2 મૂકો” લખેલું છે અને 3/2 લાલ છે. જમણે આરંભિક સમીકરણમાં xની જગ્યાએ 3/2 મૂકીને 4(3/2) − 3 ?= 2(3/2) + 1 બતાવ્યું છે; બંને 3/2 લાલ છે. આગળની હરોળમાં ડાબે “ગુણાકાર કરો” અને જમણે 6 − 2 ?= 3 + 1 છે. છેલ્લી હરોળમાં ડાબે “બાદબાકી કરો” અને જમણે ખરાની નિશાની સાથે 4 = 4 છે.
30	x ચલ માટે ઉકેલવાનું સુરેખ સમીકરણ 4x − 2 = 2x + 1 બતાવ્યું છે.
31	“xની જગ્યાએ 3/2 મૂકો” લખેલું છે. અપૂર્ણાંક 3/2માં અંશ 3 અને છેદ 2 લાલ છે અને તેમની વચ્ચે આડી રેખા છે.
