0	પૂર્ણાંકોનો સરવાળો અને બાદબાકી કરો
1	આ વિભાગના અંતે તમે આ કરી શકશો:
2	ઋણ અને વિરોધી સંખ્યાઓનો ઉપયોગ કરવો
3	નિરપેક્ષ મૂલ્યવાળી પદાવલીઓને સાદું રૂપ આપવું
4	પૂર્ણાંકોનો સરવાળો કરવો
5	પૂર્ણાંકોની બાદબાકી કરવી
6	આ વિભાગના વિષયોનો વધુ વિગતવાર પરિચય
7	પૂર્વબીજગણિત
8	પુસ્તકના આ પ્રકરણમાં મળે છે:
9	પૂર્ણાંકો
10	ઋણ અને વિરોધી સંખ્યાઓનો ઉપયોગ કરો
11	અત્યાર સુધી આપણે માત્ર ગણતરીની સંખ્યાઓ અને પૂર્ણ સંખ્યાઓ સાથે કામ કર્યું છે. પરંતુ તમે ક્યારેય શૂન્યથી નીચેનું તાપમાન અનુભવ્યું હોય કે ભૂલથી બેન્કના ખાતામાં જમા રકમ કરતાં વધારે ઉપાડ્યું હોય, તો તમે ઋણ સંખ્યાઓથી પહેલેથી પરિચિત છો.
12	ઋણ સંખ્યાઓ
13	એવી સંખ્યાઓ છે જે આ સંખ્યા કરતાં નાની છે:
14	આ
15	ઋણ સંખ્યાઓ
16	સંખ્યારેખા પર શૂન્યની ડાબી બાજુએ છે. જુઓ
17	સંખ્યારેખા −4થી 4 સુધી છે. −4થી 0ના ગાળા નીચે કૌંસ છે અને તેનું નામ “ઋણ સંખ્યાઓ” છે. 0થી 4ના ગાળા નીચે બીજું કૌંસ છે અને તેનું નામ “ધન સંખ્યાઓ” છે. બંને કૌંસની વચ્ચે એક તીર ઉપર તરફ શૂન્યને ચીંધે છે.
18	સંખ્યારેખા ધન અને ઋણ સંખ્યાઓનાં સ્થાન બતાવે છે.
19	સંખ્યારેખાના બંને છેડાનાં તીર દર્શાવે છે કે સંખ્યાઓ અનંત સુધી આગળ વધતી રહે છે. સૌથી મોટી ધન સંખ્યા નથી અને સૌથી નાની ઋણ સંખ્યા પણ નથી.
20	શૂન્ય ધન સંખ્યા છે કે ઋણ? શૂન્ય કરતાં મોટી સંખ્યાઓ ધન છે અને શૂન્ય કરતાં નાની સંખ્યાઓ ઋણ છે. શૂન્ય ધન પણ નથી અને ઋણ પણ નથી.
21	સંખ્યારેખા પર સંખ્યાઓના ક્રમ વિશે વિચારો. ડાબેથી જમણે જતાં સંખ્યાઓની કિંમત વધે છે. જમણેથી ડાબે જતાં સંખ્યાઓની કિંમત ઘટે છે. જુઓ
22	સંખ્યારેખા −4થી 4 સુધી છે. રેખાની ઉપર એક તીર −1થી 4 તરફ જાય છે અને તેની પાસે “મોટી” લખ્યું છે. રેખાની નીચે એક તીર 1થી −4 તરફ જાય છે અને તેની પાસે “નાની” લખ્યું છે.
23	સંખ્યારેખા પર ડાબેથી જમણે જતાં સંખ્યાઓની કિંમત વધે છે અને જમણેથી ડાબે જતાં ઘટે છે.
24	વસ્તુઓની મદદથી ગણિત શીખવાની “સંખ્યારેખા—ભાગ 2” પ્રવૃત્તિ કરવાથી પૂર્ણાંકોની વધુ સારી સમજ મળશે.
25	યાદ રાખો કે આપણે આ સંકેતલિપિ વાપરીએ છીએ:
26	a
27	b
28	(વાંચીએ: “a એ b કરતાં નાનું છે”), જ્યારે સંખ્યારેખા પર a એ bની ડાબી બાજુએ હોય.
29	(વાંચીએ: “
30	કરતાં મોટું છે
31	”), જ્યારે
32	ની જમણી બાજુએ હોય
33	સંખ્યારેખા પર.
