0	બીજગણિતની ભાષાનો ઉપયોગ કરો
1	આ વિભાગના અંતે તમે આ કરી શકશો:
2	ચલ અને બીજગણિતીય સંકેતોનો ઉપયોગ કરવો
3	ક્રિયાઓના ક્રમથી પદાવલીઓનું સાદું રૂપ આપવું
4	પદાવલીની કિંમત શોધવી
5	સજાતીય પદો ઓળખવા અને ભેગાં કરવા
6	અંગ્રેજી શબ્દસમૂહને બીજગણિતીય પદાવલીમાં ફેરવવો
7	આ વિભાગના વિષયોનો વધુ વિગતવાર પરિચય
8	પૂર્વબીજગણિત
9	પુસ્તકના આ પ્રકરણમાં મળે છે:
10	બીજગણિતની ભાષા
11	ચલ અને બીજગણિતીય સંકેતોનો ઉપયોગ કરો
12	ધારો કે આ વર્ષે ગ્રેગની ઉંમર 20 વર્ષ અને એલેક્સની 23 વર્ષ છે. તમે જાણો છો કે એલેક્સ ગ્રેગ કરતાં 3 વર્ષ મોટો છે. ગ્રેગ 12 વર્ષનો હતો ત્યારે એલેક્સ 15 વર્ષનો હતો. ગ્રેગ 35 વર્ષનો થશે ત્યારે એલેક્સ 38 વર્ષનો થશે. ગ્રેગની ઉંમર ગમે તેટલી હોય, એલેક્સની ઉંમર હંમેશાં 3 વર્ષ વધારે હશે, ખરું ને? બીજગણિતની ભાષામાં કહીએ તો ગ્રેગ અને એલેક્સની ઉંમરો છે
13	ચલ
14	
15	અને 3 છે
16	અચળ
17	. બંને ઉંમરો બદલાય (“ચલે”) છે, પરંતુ તેમની વચ્ચેનો 3 વર્ષનો તફાવત હંમેશાં સરખો (“અચળ”) રહે છે. ગ્રેગ અને એલેક્સની ઉંમરમાં હંમેશાં 3 વર્ષનો તફાવત હોવાથી 3 એ છે
18	બીજગણિતમાં ચલ દર્શાવવા મૂળાક્ષરના અક્ષરો વાપરીએ છીએ. તેથી જો ગ્રેગની ઉંમરને કહીએ
19	g
20	, તો એલેક્સની ઉંમર દર્શાવવા આપણે વાપરી શકીએ
21	. જુઓ
