0	માપન પદ્ધતિઓ
1	આ વિભાગના અંતે તમે આ કરી શકશો:
2	યુ.એસ. પદ્ધતિમાં એકમોનું રૂપાંતર કરવું
3	યુ.એસ. પદ્ધતિમાં માપનના મિશ્ર એકમો વાપરવા
4	મેટ્રિક પદ્ધતિમાં એકમોનું રૂપાંતર કરવું
5	મેટ્રિક પદ્ધતિમાં માપનના મિશ્ર એકમો વાપરવા
6	યુ.એસ. અને મેટ્રિક માપન પદ્ધતિઓ વચ્ચે રૂપાંતર કરવું
7	ફેરનહીટ અને સેલ્સિયસ તાપમાન વચ્ચે રૂપાંતર કરવું
8	આ વિભાગના વિષયોનો વધુ વિગતવાર પરિચય
9	પૂર્વબીજગણિત
10	પુસ્તકના આ પ્રકરણમાં મળે છે:
11	વાસ્તવિક સંખ્યાઓના ગુણધર્મો
12	યુ.એસ. પદ્ધતિમાં એકમોનું રૂપાંતર કરો
13	વિશ્વભરમાં સામાન્ય રીતે બે માપન પદ્ધતિઓ વપરાય છે. મોટા ભાગના દેશો મેટ્રિક પદ્ધતિ વાપરે છે. યુ.એસ.માં બીજી માપન પદ્ધતિ વપરાય છે, જેને સામાન્ય રીતે
14	યુ.એસ. પદ્ધતિ
15	 કહેવાય છે. પહેલાં યુ.એસ. પદ્ધતિ જોઈએ.
16	યુ.એસ. માપન પદ્ધતિમાં લંબાઈ માપવા ઇંચ, ફૂટ, યાડ અને માઈલ તથા વજન માપવા પાઉન્ડ અને ટન વપરાય છે. ક્ષમતા માટે કપ, પિન્ટ, ક્વૉર્ટ અને ગૅલન વપરાય છે. યુ.એસ. અને મેટ્રિક બંને પદ્ધતિઓમાં સમય સેકન્ડ, મિનિટ અને કલાકમાં મપાય છે.
17	માપનનાં સમકક્ષ મૂલ્યો
18	માં બતાવ્યાં છે. કોષ્ટકમાં દરેક માપનનું સામાન્ય સંક્ષિપ્ત રૂપ કૌંસમાં આપ્યું છે.
