0	વાસ્તવિક સંખ્યાઓ
1	આ વિભાગના અંતે તમે આ કરી શકશો:
2	વર્ગમૂળ ધરાવતી પદાવલીને સાદું રૂપ આપવું
3	પૂર્ણાંક, સંમેય, અસંમેય અને વાસ્તવિક સંખ્યાઓ ઓળખવી
4	સંખ્યારેખા પર અપૂર્ણાંકનું સ્થાન દર્શાવવું
5	સંખ્યારેખા પર દશાંશનું સ્થાન દર્શાવવું
6	આ વિભાગના વિષયોનો વધુ વિગતવાર પરિચય
7	પૂર્વબીજગણિત
8	પુસ્તકનાં આ પ્રકરણોમાં મળે છે:
9	દશાંશ
10	અને
11	વાસ્તવિક સંખ્યાઓના ગુણધર્મો
12	વર્ગમૂળ ધરાવતી પદાવલીને સાદું રૂપ આપો
13	યાદ રાખો: જ્યારે સંખ્યા
14	n
15	ને તેના પોતાનાથી ગુણીએ, ત્યારે લખીએ
16	અને તેને “nનો વર્ગ” વાંચીએ. મળતા પરિણામને કહીએ છીએ
17	વર્ગ
18	આ સંખ્યાનો:
19	. ઉદાહરણ તરીકે,
20	વાંચો
21	નો વર્ગ’
22	ને કહે છે
23	એ જ રીતે, 121 એ 11નો વર્ગ છે, કારણ કે
24	નું મૂલ્ય 121 છે.
25	સંખ્યાનો વર્ગ
26	જો
27	તો
28	m
29	એ છે
30	વસ્તુઓ વડે ગણિત સમજવાની “વર્ગ સંખ્યાઓ” પ્રવૃત્તિ કરવાથી પૂર્ણવર્ગ સંખ્યાઓની સમજ વધશે.
31	ગણતરીની સંખ્યાઓ 1થી 15ના વર્ગ દર્શાવવા નીચેનું કોષ્ટક પૂર્ણ કરો.
32	બે હરોળ અને 17 સ્તંભનું કોષ્ટક છે. પહેલી હરોળમાં ડાબેથી “સંખ્યા”, n અને 1થી 15 સુધીની સંખ્યાઓ છે. બીજી હરોળમાં “વર્ગ”, nનો વર્ગ અને પછી ખાલી ખાનાં છે; 8ની નીચે 64 અને 11ની નીચે 121 આપ્યાં છે. બાકીનાં જવાબનાં ખાનાં ખાલી છે.
33	બીજી હરોળની સંખ્યાઓને પૂર્ણવર્ગ સંખ્યાઓ કહે છે. પૂર્ણવર્ગ સંખ્યાઓ ઓળખતાં શીખવું ઉપયોગી થશે.
34	ગણતરીની સંખ્યાઓના વર્ગ ધન હોય છે. ઋણ સંખ્યાઓના વર્ગ વિશે શું કહી શકાય? આપણે જાણીએ છીએ કે બે સંખ્યાનાં ચિહ્નો સમાન હોય તો તેમનું ગુણનફળ ધન હોય છે. એટલે દરેક ઋણ સંખ્યાનો વર્ગ પણ ધન છે.
35	શું તમે જોયું કે આ વર્ગ અનુરૂપ ધન સંખ્યાઓના વર્ગ જેટલા જ છે?
36	ક્યારેક સંખ્યા અને તેના વર્ગ વચ્ચેનો સંબંધ ઊલટી દિશામાં જોવો પડે છે. કારણ કે
37	એટલે આપણે 100ને 10નો વર્ગ કહીએ છીએ. આપણે એમ પણ કહીએ છીએ કે 10 એ
38	વર્ગમૂળ
39	છે 100નું. જે સંખ્યાનો વર્ગ
40	હોય, તેને કહીએ છીએ
41	સંખ્યાનું વર્ગમૂળ
42	એ છે એક
43	ધ્યાન આપો:
44	પણ છે, એટલે
45	પણ 100નું વર્ગમૂળ છે. એટલે 10 અને
46	બંને 100નાં વર્ગમૂળ છે.
47	એટલે દરેક ધન સંખ્યાને બે વર્ગમૂળ હોય છે—એક ધન અને એક ઋણ. જો ફક્ત ધન સંખ્યાનું ધન વર્ગમૂળ જ જોઈએ તો શું કરવું? આ
48	વર્ગમૂળ ચિહ્ન
49	ધન વર્ગમૂળ દર્શાવે છે. ધન વર્ગમૂળને કહે છે
50	મુખ્ય વર્ગમૂળ
51	. વર્ગમૂળ ચિહ્ન વાપરીએ ત્યારે હંમેશાં મુખ્ય વર્ગમૂળ જ દર્શાવીએ છીએ.
52	શૂન્યના વર્ગમૂળ માટે પણ વર્ગમૂળ ચિહ્ન વાપરીએ છીએ. કારણ કે
53	ધ્યાન આપો: શૂન્યને ફક્ત એક જ વર્ગમૂળ છે.
54	વર્ગમૂળનાં ચિહ્નો
55	ને વાંચીએ છીએ “આ સંખ્યાનું વર્ગમૂળ:
56	એક વર્ગમૂળ આપ્યું છે. એક તીર વર્ગમૂળ ચિહ્ન તરફ જાય છે અને તેનું નામ બતાવે છે; ચિહ્ન ખરાની નિશાની જેવું છે, જેના લાંબા છેડાથી આડી રેખા લંબાય છે. બીજું તીર ચિહ્નની અંદરની સંખ્યા તરફ જાય છે અને તેને “મૂળ હેઠળની સંખ્યા” કહે છે.
57	માટે
58	આ સંખ્યાનું વર્ગમૂળ:
59	એ એવી ધન સંખ્યા છે જેનો વર્ગ
60	100નું મુખ્ય વર્ગમૂળ 10 હોવાથી લખીએ
61	વર્ગમૂળ ઓળખવામાં મદદ મળે તે માટે નીચેનું કોષ્ટક પૂર્ણ કરો.
62	બે હરોળ અને 15 સ્તંભનું કોષ્ટક છે. પહેલી હરોળમાં અનુક્રમે 1, 4, 9, 16, 25, 36, 49, 64, 81, 100, 121, 144, 169, 196 અને 225નાં વર્ગમૂળ છે. બીજી હરોળમાં 100ના વર્ગમૂળની નીચે દસમા ખાનામાં 10 છે; બાકીનાં ખાનાં ખાલી છે.
63	સાદું રૂપ આપો:
64	ઉકેલ
65	જાણીતા વર્ગોનો ઉપયોગ કરીને વર્ગમૂળ શોધવાનું દર્શાવે છે.
66	કારણ કે
67	આપણે જાણીએ છીએ કે દરેક ધન સંખ્યાને બે વર્ગમૂળ હોય છે અને વર્ગમૂળ ચિહ્ન ધન વર્ગમૂળ સૂચવે છે. આપણે લખીએ
68	કોઈ સંખ્યાનું ઋણ વર્ગમૂળ શોધવા વર્ગમૂળ ચિહ્નની આગળ ઋણ ચિહ્ન મૂકીએ છીએ. ઉદાહરણ તરીકે,
69	આપણે વાંચીએ
70	ને “100ના વર્ગમૂળની વિરોધી સંખ્યા” તરીકે.
71	વર્ગમૂળ ચિહ્નની આગળ ઋણ ચિહ્ન ધરાવતી પદાવલીની કિંમત શોધવાનાં ઉદાહરણોનું કોષ્ટક છે.
72	ઋણ ચિહ્ન વર્ગમૂળ ચિહ્નની આગળ છે.
73	પૂર્ણાંક, સંમેય, અસંમેય અને વાસ્તવિક સંખ્યાઓ ઓળખો
74	આપણે સંખ્યાઓને અગાઉ વર્ણવી છે આ રીતે:
75	ગણતરીની સંખ્યા
76	ઓ
77	, અને
78	પૂર્ણ સંખ્યા
79	. આ પ્રકારની સંખ્યાઓ વચ્ચે શું તફાવત છે?
80	પૂર્ણાંકો
81	ગણતરીની સંખ્યાઓ
82	પૂર્ણ સંખ્યાઓ
83	પૂર્ણાંકો
84	બધા પૂર્ણાંકથી શરૂ કરીને તેમાં બધા અપૂર્ણાંક ઉમેરીએ તો કયા પ્રકારની સંખ્યાઓ મળે? આ સંખ્યાઓથી સંમેય સંખ્યાઓનો સમૂહ બને છે. એક
85	સંમેય સંખ્યા
86	એ એવી સંખ્યા છે જેને બે પૂર્ણાંકના ગુણોત્તર તરીકે લખી શકાય.
87	સંમેય સંખ્યા
88	એક
89	એ આ સ્વરૂપની સંખ્યા છે:
90	જ્યાં
91	p
92	q
93	પૂર્ણાંક છે અને
94	સંમેય સંખ્યાને બે પૂર્ણાંકના ગુણોત્તર તરીકે લખી શકાય છે.
95	આવા બધા ધન કે ઋણ અપૂર્ણાંક:
96	સંમેય સંખ્યાઓ છે. દરેકનો અંશ અને છેદ પૂર્ણાંક છે.
97	શું પૂર્ણાંક સંમેય સંખ્યાઓ છે? તે નક્કી કરવા પૂર્ણાંકને બે પૂર્ણાંકના ગુણોત્તર તરીકે લખવાનો પ્રયત્ન કરીએ. દરેક પૂર્ણાંકને ઘણી રીતે પૂર્ણાંકના ગુણોત્તર તરીકે લખી શકાય છે. ઉદાહરણ તરીકે, 3 સમાન છે
98	પૂર્ણાંકને પૂર્ણાંકના ગુણોત્તર તરીકે લખવાની સરળ રીત છે: એક છેદવાળા અપૂર્ણાંક તરીકે લખવો.
