0	પૂર્ણાંકોનો ગુણાકાર અને ભાગાકાર કરો
1	આ વિભાગના અંતે તમે આ કરી શકશો:
2	પૂર્ણાંકોનો ગુણાકાર કરવો
3	પૂર્ણાંકોનો ભાગાકાર કરવો
4	પૂર્ણાંકોવાળી પદાવલીઓને સરળ બનાવવી
5	પૂર્ણાંકોવાળી ચલ પદાવલીઓની કિંમત શોધવી
6	અંગ્રેજી શબ્દસમૂહોને બીજગણિતીય પદાવલીઓમાં ફેરવવા
7	વ્યવહારુ પ્રશ્નોમાં પૂર્ણાંકોનો ઉપયોગ કરવો
8	આ વિભાગના વિષયોનો વધુ વિગતવાર પરિચય આ પુસ્તકમાં મળે છે:
9	પૂર્વબીજગણિત
10	ના પ્રકરણમાં,
11	પૂર્ણાંકો
12	પૂર્ણાંકોનો ગુણાકાર કરો
13	ગુણાકાર એટલે પુનરાવર્તિત સરવાળાનું ટૂંકું ગાણિતિક સ્વરૂપ. તેથી આપણી નિરૂપણની રીતથી સરળતાથી દર્શાવી શકાય છે:
14	ગુણાકાર
15	નો
16	પૂર્ણાંકો
17	. ચાલો આ મૂર્ત નિરૂપણમાં કઈ ભાત દેખાય છે તે જોઈએ. સરવાળા અને બાદબાકી માટે વાપરેલાં એ જ ઉદાહરણો અહીં લઈશું. અહીં નિરૂપણનો ઉપયોગ માત્ર ભાત શોધવામાં મદદ માટે કરીશું.
18	આપણે યાદ કરીએ કે
19	એટલે ઉમેરો
20	a
21	b
22	વખત.
23	બે ચિત્રો બાજુબાજુ છે. ડાબા ચિત્રની ઉપર 5 × 3 છે. નીચે ‘5ને 3 વખત ઉમેરો’ લખેલું છે. પછી વાદળી ચકતીઓની ત્રણ હરોળ છે, દરેકમાં પાંચ ચકતીઓ છે. નીચે ‘15 ધન ચકતીઓ’ અને પછી 5 × 3 = 15 છે. જમણા ચિત્રની ઉપર −5(3) છે. નીચે ‘−5ને 3 વખત ઉમેરો’ લખેલું છે. પછી પાંચ-પાંચ લાલ ચકતીઓની ત્રણ હરોળમાં કુલ પંદર લાલ ચકતીઓ છે. નીચે ‘15 ઋણ ચકતીઓ’ અને પછી −5(3) = −15 છે.
24	આગળનાં બે ઉદાહરણો વધુ રસપ્રદ છે.
25	5નો આ સંખ્યા વડે ગુણાકાર કરવાનો અર્થ શું છે:
26	તેનો અર્થ 5ને 3 વખત બાદ કરવો એવો છે. બાદબાકી એટલે ‘દૂર કરવું’ તેમ વિચારીએ તો 5ને 3 વખત દૂર કરવાના છે. પરંતુ દૂર કરવા માટે કંઈ નથી, તેથી પહેલાં કામ કરવાની જગ્યામાં શૂન્ય બનાવતી જોડીઓ ઉમેરીએ છીએ. પછી 5ને ત્રણ વખત દૂર કરીએ છીએ.
27	આકૃતિમાં બે સ્તંભ છે. ઉપર ડાબે 5 × (−3) છે; તેનો અર્થ 5ને ત્રણ વખત દૂર કરવો. નીચે પાંચ-પાંચ લાલ ઋણ ચકતીઓનાં ત્રણ જૂથ છે અને દરેકની નીચે પાંચ વાદળી ધન ચકતીઓનું જૂથ છે. પંદર લાલ ચકતીઓથી દર્શાવેલી 15 ઋણ ચકતીઓ બાકી રહે છે. નીચે 5 × (−3) = −15 છે. ઉપર જમણે −5 × (−3) છે; તેનો અર્થ −5ને ત્રણ વખત દૂર કરવો. નીચે પાંચ-પાંચ વાદળી ધન ચકતીઓનાં ત્રણ જૂથ છે અને દરેકની નીચે પાંચ લાલ ઋણ ચકતીઓનું જૂથ છે. પંદર વાદળી ચકતીઓથી દર્શાવેલી 15 ધન ચકતીઓ બાકી રહે છે. નીચે −5 × (−3) = 15 છે.
28	સારાંશ:
29	બે ચિહ્નવાળી સંખ્યાઓના ગુણાકારમાં ધ્યાન આપો કે જ્યારે:
30	ચિહ્નો
31	સમાન
