scenario,entry_id,default_position,scenario_position,interpretation
balanced_1_1_1,ACC-012,103,36,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,ACC-013,107,39,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,ACC-014,111,42,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,ACC-015,115,45,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,ACC-016,119,48,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-004,26,23,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-005,40,35,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-006,50,44,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-007,56,50,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-008,63,56,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-009,66,58,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-010,70,60,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-011,73,62,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-013,76,64,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-015,80,66,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-016,83,68,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-017,86,70,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-019,90,72,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-020,93,74,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-021,94,76,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-022,96,78,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-023,97,80,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-024,98,82,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-025,100,84,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-026,8,3,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-027,101,86,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-028,18,6,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-029,102,88,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-030,104,90,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-031,105,92,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-032,106,94,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-033,108,96,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-034,109,98,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-035,110,100,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-036,112,102,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,EXP-037,113,104,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-001,89,125,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-003,81,115,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-004,195,195,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-005,180,180,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-006,196,196,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-024,11,19,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-025,12,22,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-026,79,113,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-027,9,16,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-028,74,107,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-029,75,109,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-030,84,119,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-032,91,127,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-033,183,183,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-034,82,117,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-035,85,121,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-044,17,31,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-045,184,184,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,GLB-053,77,111,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-AR,15,28,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-BCMS,114,106,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-GERM,116,108,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-HU,57,87,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-IDMS,owned_by_other_selected_package,owned_by_other_selected_package,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-ISV,117,110,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-MANDING,118,112,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-NGUNI,120,114,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-PDT,13,11,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-PUNJABI,165,165,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-ROM,121,116,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-SCAND,122,118,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-SOTHO,124,120,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-SQUECHUA,125,122,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,IL-TURKIC,126,124,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-001,51,79,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-002,62,93,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-003,2,4,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-004,21,37,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-005,43,38,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-006,35,61,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-007,64,95,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-008,67,99,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-009,69,101,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-010,3,2,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-011,128,126,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-012,71,103,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-013,65,97,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-014,30,26,Policy sensitivity only; source observations and opportunity dimensions unchanged.
balanced_1_1_1,NAT-015,47,75,Policy sensitivity only; source observations and opportunity dimensions unchanged.
