openalex_language_code,raw_group_codes,language_name,math_all,math_open_access,math_open_access_books,open_access_share,source_id,source_raw_sha256,limitations
en,EN;en,English,3031135,1375418,16323,0.453763359,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
unknown,unknown,unknown,184167,151428,2292,0.822231996,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
id,id,Indonesian,56926,32350,126,0.568281629,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
fr,fr,French,84149,31192,723,0.370675825,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
de,de,German,89181,18872,1086,0.211614582,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
lv,lv,Latvian,23773,17812,36,0.749253355,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
pt,pt,Portuguese,16247,10768,232,0.662768511,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
es,es,Spanish,23714,9895,193,0.417264063,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
ru,ru,Russian,18842,9668,23,0.513109012,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
ja,ja,Japanese,18579,9000,27,0.484417891,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
it,it,Italian,16189,4447,182,0.274692693,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
uk,uk,Ukrainian,5061,4441,1506,0.877494566,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
cs,cs,Czech,6135,2637,15,0.429828851,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
zh,zh,Chinese,8821,1860,21,0.210860447,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
tr,tr,Turkish,3632,1804,48,0.496696035,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
sv,sv,Swedish,2495,1800,7,0.721442886,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
ca,ca,Catalan,3299,1648,32,0.499545317,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
nl,nl,Dutch,3113,1138,56,0.365563765,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
pl,pl,Polish,3353,1073,123,0.320011930,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
ar,ar,Arabic,1370,995,6,0.726277372,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
el,el,Modern Greek (1453-),2977,958,3,0.321800470,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
hu,hu,Hungarian,1796,736,88,0.409799555,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
fi,fi,Finnish,1129,631,10,0.558901683,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
la,la,Latin,1382,568,75,0.410998553,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
he,he,Hebrew,1257,552,2,0.439140811,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
ms,ms,Malay (macrolanguage),1259,404,1,0.320889595,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
sl,sl,Slovenian,511,334,5,0.653620352,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
hr,hr,Croatian,630,329,1,0.522222222,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
th,th,Thai,1873,321,0,0.171382808,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
ro,ro,Romanian,474,218,8,0.459915612,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
vi,vi,Vietnamese,272,194,2,0.713235294,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
lt,lt,Lithuanian,391,180,2,0.460358056,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
eo,eo,Esperanto,323,178,2,0.551083591,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
no,no,Norwegian,434,170,7,0.391705069,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
enc,enc,,169,169,0,1.000000000,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
cmn,cmn,,163,163,0,1.000000000,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
da,da,Danish,510,154,8,0.301960784,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
fa,fa,Persian,424,146,4,0.344339623,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
bg,bg,Bulgarian,197,145,2,0.736040609,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
ko,ko,Korean,2101,145,2,0.069014755,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
sh,sh,Serbo-Croatian,294,137,3,0.465986395,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
et,et,Estonian,232,127,4,0.547413793,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
ceb,ceb,,554,123,4,0.222021661,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
ang,ang,,121,121,0,1.000000000,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
hi,hi,Hindi,162,119,0,0.734567901,ACE-E023,1C20B35035852E3F98D49D0D945F430DD1165EFD0FA4D99C11B80EA8A96EE428,"OpenAlex language detection and coverage are uneven; counts include research rather than only teaching material, and zero can mean absent, undetected, or unindexed. Use as a bibliographic scarcity proxy only."
