"unit_id","order","module_id","title","source_path","source_bytes","source_sha256","visible_ascii_alpha_tokens","tokenizer"
"A2E-0001","1","m63486","Preface","src/a2e/modules/m63486/index.cnxml","27542","57357D3A8D171B511A2549D83FCCA590EEF7DF918FA2BFFAB0A8B5916027ED2C","2937","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0002","2","m51240","Introduction to Prerequisites","src/a2e/modules/m51240/index.cnxml","2621","0DD045EACA59D831B1ABCEF4840FD31BC23A933F1A03F20AF5D5DDFFBD0733EC","269","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0003","3","m51239","Real Numbers: Algebra Essentials","src/a2e/modules/m51239/index.cnxml","225026","95F3778D956F55D722C44BD47244A9B06C9C65D2E8445FCB0BA2B12E8ABF417E","6348","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0004","4","m51241","Exponents and Scientific Notation","src/a2e/modules/m51241/index.cnxml","338218","F29E6D8192D173B641D668D9554E27602D91C25C42B47844D05B8464122B30EC","4822","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0005","5","m51242","Radicals and Rational Exponents","src/a2e/modules/m51242/index.cnxml","131126","E2B91EFF7D797C42677F499439EE993303B7F00B9D704A9CC8A2A3D14BEFAEA0","3433","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0006","6","m51246","Polynomials","src/a2e/modules/m51246/index.cnxml","113002","ECD51991BA2B3763D381B9B93DB2A61F260FE01876D9FF8C3B8EF42F4D15CE1B","3615","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0007","7","m51247","Factoring Polynomials","src/a2e/modules/m51247/index.cnxml","115665","FC97B626B2F69FFC096434719F63B6D201CE9305A5171C67FAF19BF6A44461C3","3899","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0008","8","m51248","Rational Expressions","src/a2e/modules/m51248/index.cnxml","169710","ADE819FEE72ACE823392D41CCA31A2E6300235AEDB275BB365686A3DED9E3160","3433","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0009","9","m51251","Introduction to Equations and Inequalities","src/a2e/modules/m51251/index.cnxml","2139","A1AF61A60CC32F4BA28BC5D2E1C86F08A324F262BA8A608C255EA86A8E2C75DB","199","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0010","10","m51252","The Rectangular Coordinate Systems and Graphs","src/a2e/modules/m51252/index.cnxml","139132","C4D8A97A4244CC7D8C7EBE7BEB431A424A2AA8721A51399AC28A9FAAF428CB79","4838","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0011","11","m51253","Linear Equations in One Variable","src/a2e/modules/m51253/index.cnxml","184524","806BBC5BFD2F97EE8D83CD02CB90FE944F4B50134A5341EEA46F2CD898BA42DB","5392","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0012","12","m51254","Models and Applications","src/a2e/modules/m51254/index.cnxml","90816","D8859CDAA05226C06832E9AC62C6BC4EAF9EFE9EA639B4442F69E620E9000E0D","4301","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0013","13","m51255","Complex Numbers","src/a2e/modules/m51255/index.cnxml","115532","8C3CB3997E9547344A750A95F869DC6FC5AA099E41DF997551CDACA37C2DB734","3122","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0014","14","m51256","Quadratic Equations","src/a2e/modules/m51256/index.cnxml","165891","ABD5C13A632284F2EBAC2BE3F77A8299384F587A954D9160323E63CB94881822","5061","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0015","15","m51258","Other Types of Equations","src/a2e/modules/m51258/index.cnxml","136301","247CDAE42D622FBFA3F983A934C87AE0C4D050B35FCD79A1DA52C25F55F63BAF","3376","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0016","16","m51259","Linear Inequalities and Absolute Value Inequalities","src/a2e/modules/m51259/index.cnxml","177358","547E1570DCA5CE87D08447A5D70E0F678B705F2C1D0BDA8A1B18723CA7F225C6","3927","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
"A2E-0017","17","m51260","Introduction to Functions","src/a2e/modules/m51260/index.cnxml","1964","B86F23D41DF78252CA92D10650C4C04364C42033A99EB5FCD5A656CAE554091F","208","XML DocumentElement.InnerText; ASCII alphabetic tokens with internal straight or curly apostrophes"
